sensor,sequence,timestamp_s
camera,328,10.93354089
camera,329,10.96640360
camera,330,10.99970346
camera,331,11.03334059
camera,332,11.06655567
camera,333,11.09966502
camera,334,11.13286778
camera,335,11.16676056
camera,336,11.20002693
camera,337,11.23330912
camera,338,11.26678993
camera,339,11.30024286
camera,340,11.33265201
camera,341,11.36615702
camera,342,11.39957925
camera,343,11.43377705
camera,344,11.46709773
camera,345,11.49954879
camera,346,11.53347427
camera,347,11.56682709
camera,348,11.60063754
camera,349,11.63292877
camera,350,11.66678724
camera,351,11.69989578
camera,352,11.73313109
camera,353,11.76657775
camera,354,11.80025290
camera,355,11.83271794
camera,356,11.86668928
camera,357,11.90013066
camera,358,11.93275226
camera,359,11.96627073
camera,360,12.00025873
camera,361,12.03348430
camera,362,12.06694418
camera,363,12.09963173
camera,364,12.13354387
camera,365,12.16694742
camera,366,12.20019809
camera,367,12.23340526
camera,368,12.26664379
camera,369,12.29997119
camera,370,12.33266759
camera,371,12.36668273
camera,372,12.40008852
camera,373,12.43381597
camera,374,12.46660087
camera,375,12.50042696
camera,376,12.53263561
camera,377,12.56680618
camera,378,12.59988313
camera,379,12.63324718
camera,380,12.66676146
camera,381,12.69970828
camera,382,12.73344287
camera,383,12.76621296
camera,384,12.79984720
camera,385,12.83373926
camera,386,12.86691006
camera,387,12.90043821
camera,388,12.93348943
camera,389,12.96701147
camera,390,13.00009042
camera,391,13.03348266
camera,392,13.06693599
camera,393,13.09925858
camera,394,13.13377324
camera,395,13.16635198
camera,396,13.19960303
camera,397,13.23326318
camera,398,13.26651197
camera,399,13.30017172
camera,400,13.33341605
camera,401,13.36712386
camera,402,13.40022339
camera,403,13.43281831
camera,404,13.46700906
camera,405,13.49986344
camera,406,13.53352166
camera,407,13.56645708
camera,408,13.59973822
camera,409,13.63282211
camera,410,13.66633557
camera,411,13.69963757
camera,412,13.73320303
camera,413,13.76674075
camera,414,13.80034758
camera,415,13.83318283
camera,416,13.86698422
camera,417,13.90064236
camera,418,13.93332165
camera,419,13.96671246
camera,420,14.00100753
camera,421,14.03342188
camera,422,14.06688941
camera,423,14.09964371
camera,424,14.13301280
camera,425,14.16686502
camera,426,14.20020943
camera,427,14.23336318
camera,428,14.26617334
camera,429,14.30004109
camera,430,14.33359984
camera,431,14.36602914
camera,432,14.39944240
camera,433,14.43339817
camera,434,14.46674852
camera,435,14.50015364
camera,436,14.53327247
camera,437,14.56647449
camera,438,14.60010491
camera,439,14.63335908
camera,440,14.66637651
camera,441,14.70043713
camera,442,14.73305663
camera,443,14.76626277
camera,444,14.79980600
camera,445,14.83360123
camera,446,14.86675972
camera,447,14.90001685
camera,448,14.93368210
camera,449,14.96608348
camera,450,14.99961800
camera,451,15.03262953
camera,452,15.06652948
camera,453,15.09960147
camera,454,15.13363657
camera,455,15.16678223
camera,456,15.20014844
camera,457,15.23274050
camera,458,15.26733171
camera,459,15.30015604
camera,460,15.33233711
camera,461,15.36640717
camera,462,15.39992511
camera,463,15.43345796
camera,464,15.46707962
camera,465,15.49986195
camera,466,15.53334179
camera,467,15.56667745
camera,468,15.59973619
camera,469,15.63312235
camera,470,15.66688709
camera,471,15.69970867
camera,472,15.73297031
camera,473,15.76596781
camera,474,15.79977071
camera,475,15.83346841
camera,476,15.86671756
camera,477,15.89997972
camera,478,15.93353849
camera,479,15.96651583
camera,480,16.00004375
camera,481,16.03359609
camera,482,16.06624944
camera,483,16.09970524
camera,484,16.13283797
camera,485,16.16681343
camera,486,16.19970077
camera,487,16.23383463
camera,488,16.26675545
camera,489,16.30053764
camera,490,16.33270326
camera,491,16.36676067
camera,492,16.39924261
camera,493,16.43255285
camera,494,16.46644936
camera,495,16.50052207
camera,496,16.53303940
camera,497,16.56661228
camera,498,16.60075047
camera,499,16.63336573
camera,500,16.66662320
camera,501,16.69981511
camera,502,16.73334399
camera,503,16.76708238
camera,504,16.80006007
camera,505,16.83364295
camera,506,16.86641115
camera,507,16.89985130
camera,508,16.93418446
camera,509,16.96681422
camera,510,17.00005605
camera,511,17.03316783
camera,512,17.06713194
camera,513,17.09933463
camera,514,17.13368685
camera,515,17.16648267
camera,516,17.19934273
camera,517,17.23339810
camera,518,17.26678247
camera,519,17.30010126
camera,520,17.33326750
camera,521,17.36641821
camera,522,17.40001653
camera,523,17.43348755
camera,524,17.46634291
camera,525,17.50021744
camera,526,17.53322292
camera,527,17.56656870
camera,528,17.59961787
camera,529,17.63377357
camera,530,17.66663727
camera,531,17.69951805
camera,532,17.73318142
camera,533,17.76690096
camera,534,17.80028558
camera,535,17.83354288
camera,536,17.86601815
camera,537,17.90021928
camera,538,17.93345045
camera,539,17.96617606
camera,540,18.00009798
camera,541,18.03297167
camera,542,18.06611788
camera,543,18.09996512
camera,544,18.13395481
camera,545,18.16647767
camera,546,18.20049273
camera,547,18.23302180
camera,548,18.26667118
camera,549,18.30053474
camera,550,18.33330205
camera,551,18.36668143
camera,552,18.39996552
camera,553,18.43306970
camera,554,18.46586054
camera,555,18.50000397
camera,556,18.53312963
camera,557,18.56735714
camera,558,18.60007228
camera,559,18.63291857
camera,560,18.66616284
camera,561,18.70037429
camera,562,18.73361119
camera,563,18.76677355
camera,564,18.80001088
camera,565,18.83303807
camera,566,18.86674373
camera,567,18.90017026
camera,568,18.93321877
camera,569,18.96675518
camera,570,19.00090956
camera,571,19.03333693
camera,572,19.06678434
camera,573,19.09986199
camera,574,19.13324667
camera,575,19.16656088
camera,576,19.20011067
camera,577,19.23366660
camera,578,19.26627564
camera,579,19.30018529
camera,580,19.33352335
camera,581,19.36641300
camera,582,19.39981302
camera,583,19.43372896
camera,584,19.46656204
camera,585,19.50066754
camera,586,19.53297837
camera,587,19.56641117
camera,588,19.60029368
camera,589,19.63288749
camera,590,19.66686288
camera,591,19.70006062
camera,592,19.73376840
camera,593,19.76684373
camera,594,19.80003239
camera,595,19.83326789
camera,596,19.86648783
camera,597,19.90006693
camera,598,19.93311781
camera,599,19.96639993
camera,600,19.99999624
camera,601,20.03323299
camera,602,20.06710808
camera,603,20.09999710
camera,604,20.13365944
camera,605,20.16617990
camera,606,20.20007928
camera,607,20.23320967
camera,608,20.26624961
camera,609,20.30037360
camera,610,20.33326898
camera,611,20.36659382
camera,612,20.39983648
camera,613,20.43298325
camera,614,20.46679544
camera,615,20.50029476
camera,616,20.53407590
camera,617,20.56672020
camera,618,20.60001946
camera,619,20.63397263
camera,620,20.66662938
camera,621,20.70026670
camera,622,20.73328452
camera,623,20.76614981
camera,624,20.80033239
camera,625,20.83320640
camera,626,20.86701366
camera,627,20.89989870
camera,628,20.93301333
camera,629,20.96684772
camera,630,20.99988699
camera,631,21.03356806
camera,632,21.06626280
camera,633,21.10089345
camera,634,21.13330508
camera,635,21.16726731
camera,636,21.19989590
camera,637,21.23336944
camera,638,21.26635591
camera,639,21.30057918
camera,640,21.33305592
camera,641,21.36656336
camera,642,21.39920200
camera,643,21.43268586
camera,644,21.46633582
camera,645,21.49940142
camera,646,21.53337971
camera,647,21.56709292
camera,648,21.59973239
camera,649,21.63310147
camera,650,21.66695101
camera,651,21.70085233
camera,652,21.73310901
camera,653,21.76641171
camera,654,21.79946343
camera,655,21.83336077
camera,656,21.86721295
camera,657,21.89987234
camera,658,21.93298865
camera,659,21.96609153
camera,660,21.99980191
camera,661,22.03325972
camera,662,22.06615911
camera,663,22.09991850
camera,664,22.13341563
camera,665,22.16699840
camera,666,22.19956780
camera,667,22.23348407
camera,668,22.26688614
camera,669,22.30045570
camera,670,22.33291999
camera,671,22.36645749
camera,672,22.40010205
camera,673,22.43339061
camera,674,22.46654756
camera,675,22.50039730
camera,676,22.53317699
camera,677,22.56657121
camera,678,22.59974212
camera,679,22.63396749
camera,680,22.66658573
camera,681,22.69995411
camera,682,22.73377733
camera,683,22.76651468
camera,684,22.80051843
camera,685,22.83289172
camera,686,22.86688909
camera,687,22.89938162
camera,688,22.93366787
camera,689,22.96685409
camera,690,23.00030800
camera,691,23.03332931
camera,692,23.06699984
camera,693,23.10044610
camera,694,23.13279555
camera,695,23.16693384
camera,696,23.19970929
camera,697,23.23262978
camera,698,23.26677544
camera,699,23.30002551
camera,700,23.33329546
camera,701,23.36569932
camera,702,23.39982545
camera,703,23.43356755
camera,704,23.46704469
camera,705,23.50022338
camera,706,23.53364782
camera,707,23.56667997
camera,708,23.59994299
camera,709,23.63397412
camera,710,23.66663239
camera,711,23.70010982
camera,712,23.73360158
camera,713,23.76696900
camera,714,23.79956132
camera,715,23.83268649
camera,716,23.86684400
camera,717,23.89989542
camera,718,23.93372330
camera,719,23.96658293
camera,720,24.00021423
camera,721,24.03377802
camera,722,24.06716726
camera,723,24.09930017
camera,724,24.13301224
camera,725,24.16732864
camera,726,24.19992307
camera,727,24.23370012
camera,728,24.26680076
camera,729,24.29965333
camera,730,24.33342479
camera,731,24.36678704
camera,732,24.39973488
camera,733,24.43338264
camera,734,24.46696845
camera,735,24.50042125
camera,736,24.53316580
camera,737,24.56690265
camera,738,24.60002508
camera,739,24.63326615
camera,740,24.66633799
camera,741,24.69999568
camera,742,24.73330628
camera,743,24.76653668
camera,744,24.80025152
camera,745,24.83328673
camera,746,24.86698986
camera,747,24.90042398
camera,748,24.93349001
camera,749,24.96652473
camera,750,24.99956934
camera,751,25.03317257
camera,752,25.06709844
camera,753,25.10028887
camera,754,25.13254046
camera,755,25.16682468
camera,756,25.20033751
camera,757,25.23340332
camera,758,25.26673156
camera,759,25.29985556
camera,760,25.33332216
camera,761,25.36683326
camera,762,25.39983527
camera,763,25.43373188
camera,764,25.46673652
camera,765,25.50023479
camera,766,25.53334141
camera,767,25.56653438
camera,768,25.60020462
camera,769,25.63354574
camera,770,25.66741867
camera,771,25.69999858
camera,772,25.73344649
camera,773,25.76646233
camera,774,25.79992452
camera,775,25.83335008
camera,776,25.86631407
camera,777,25.89961220
camera,778,25.93368713
camera,779,25.96599101
camera,780,26.00022399
camera,781,26.03336950
camera,782,26.06645607
camera,783,26.10016991
camera,784,26.13304314
camera,785,26.16672736
camera,786,26.19973350
camera,787,26.23278811
camera,788,26.26590730
camera,789,26.30002318
camera,790,26.33285520
camera,791,26.36641498
camera,792,26.40017620
camera,793,26.43350932
camera,794,26.46683582
camera,795,26.49945189
camera,796,26.53282362
camera,797,26.56614371
camera,798,26.60043528
camera,799,26.63367189
camera,800,26.66678147
camera,801,26.70009238
camera,802,26.73353127
camera,803,26.76616788
camera,804,26.80023235
camera,805,26.83337167
camera,806,26.86727433
camera,807,26.90007948
camera,808,26.93391279
camera,809,26.96663353
camera,810,27.00066624
camera,811,27.03354776
camera,812,27.06666974
camera,813,27.10003228
camera,814,27.13296186
camera,815,27.16648432
camera,816,27.20026161
camera,817,27.23335499
camera,818,27.26647254
camera,819,27.30027998
camera,820,27.33350254
camera,821,27.36660694
camera,822,27.39990104
camera,823,27.43402272
camera,824,27.46628736
camera,825,27.50011969
camera,826,27.53358038
camera,827,27.56660000
camera,828,27.59960071
camera,829,27.63340867
camera,830,27.66737509
camera,831,27.70003057
camera,832,27.73368837
camera,833,27.76659229
camera,834,27.80049029
camera,835,27.83396010
camera,836,27.86663441
camera,837,27.90013559
camera,838,27.93326961
camera,839,27.96653442
camera,840,28.00019610
camera,841,28.03415154
camera,842,28.06714957
camera,843,28.10028308
camera,844,28.13339139
camera,845,28.16664210
camera,846,28.20009020
camera,847,28.23358154
camera,848,28.26653147
camera,849,28.29914736
camera,850,28.33343980
camera,851,28.36675595
camera,852,28.39981755
camera,853,28.43326247
camera,854,28.46684344
camera,855,28.50062240
camera,856,28.53315123
camera,857,28.56610025
camera,858,28.60021614
camera,859,28.63294453
camera,860,28.66667905
camera,861,28.69971285
camera,862,28.73344556
camera,863,28.76742194
camera,864,28.79959855
camera,865,28.83339780
camera,866,28.86656582
camera,867,28.89968595
camera,868,28.93313800
camera,869,28.96689582
camera,870,29.00026383
camera,871,29.03333642
camera,872,29.06720295
camera,873,29.10017809
camera,874,29.13277010
camera,875,29.16718962
camera,876,29.19994692
camera,877,29.23334120
camera,878,29.26665892
camera,879,29.29937984
camera,880,29.33344935
camera,881,29.36644642
camera,882,29.39949083
camera,883,29.43344773
camera,884,29.46717462
camera,885,29.49993231
camera,886,29.53340406
camera,887,29.56686012
camera,888,29.59971363
camera,889,29.63337615
camera,890,29.66627444
camera,891,29.69988327
camera,892,29.73240284
camera,893,29.76714142
camera,894,29.79978714
camera,895,29.83301190
camera,896,29.86652913
camera,897,29.89978373
camera,898,29.93294209
camera,899,29.96675360
lidar,0,0.00099616
lidar,1,0.09976196
lidar,2,0.20051658
lidar,3,0.30036416
lidar,4,0.40016145
lidar,5,0.50051078
lidar,6,0.60093116
lidar,7,0.70157096
lidar,8,0.80081647
lidar,9,0.90138942
lidar,10,1.00116317
lidar,11,1.09955720
lidar,12,1.20124730
lidar,13,1.30090942
lidar,14,1.40059239
lidar,15,1.50090921
lidar,16,1.60122598
lidar,17,1.69936903
lidar,18,1.79963765
lidar,19,1.90082468
lidar,20,2.00252515
lidar,21,2.10053541
lidar,22,2.20051049
lidar,23,2.30199961
lidar,24,2.40006111
lidar,25,2.50134274
lidar,26,2.60130256
lidar,27,2.70062992
lidar,28,2.80140783
lidar,29,2.90114643
lidar,30,2.99976751
lidar,31,3.10081448
lidar,32,3.20052706
lidar,33,3.29988027
lidar,34,3.40140260
lidar,35,3.50058983
lidar,36,3.60099241
lidar,37,3.69949684
lidar,38,3.80086647
lidar,39,3.90156782
lidar,40,3.99940609
lidar,41,4.10156875
lidar,42,4.20096118
lidar,43,4.30118261
lidar,44,4.40075001
lidar,45,4.50087657
lidar,46,4.60007287
lidar,47,4.70133197
lidar,48,4.80071638
lidar,49,4.90016432
lidar,50,5.00095697
lidar,51,5.09943218
lidar,52,5.20009595
lidar,53,5.30083544
lidar,54,5.40136497
lidar,55,5.50019371
lidar,56,5.60050913
lidar,57,5.70056695
lidar,58,5.80102193
lidar,59,5.90056874
lidar,60,6.00059128
lidar,61,6.10223494
lidar,62,6.20043127
lidar,63,6.29991549
lidar,64,6.39936891
lidar,65,6.50022146
lidar,66,6.60069235
lidar,67,6.70083658
lidar,68,6.80156129
lidar,69,6.90131933
lidar,70,6.99966816
lidar,71,7.10066981
lidar,72,7.20066603
lidar,73,7.30130376
lidar,74,7.40092952
lidar,75,7.50162104
lidar,76,7.60177670
lidar,77,7.70076742
lidar,78,7.80204349
lidar,79,7.90117814
lidar,80,8.00119646
lidar,81,8.10213718
lidar,82,8.19978051
lidar,83,8.30064060
lidar,84,8.40101412
lidar,85,8.50056194
lidar,86,8.60212860
lidar,87,8.69926323
lidar,88,8.80176464
lidar,89,8.90140945
lidar,90,9.00079491
lidar,91,9.10173983
lidar,92,9.20019890
lidar,93,9.30026989
lidar,94,9.40155897
lidar,95,9.50036888
lidar,96,9.60114968
lidar,97,9.70173364
lidar,98,9.80052848
lidar,99,9.90152786
lidar,100,10.00181760
lidar,101,10.10062074
lidar,102,10.20233825
lidar,103,10.30098350
lidar,104,10.40082927
lidar,105,10.50095058
lidar,106,10.60033314
lidar,107,10.69999654
lidar,108,10.80060381
lidar,109,10.90031275
lidar,110,10.99978578
lidar,111,11.10023229
lidar,112,11.20116806
lidar,113,11.30074932
lidar,114,11.39996608
lidar,115,11.50066887
lidar,116,11.60141070
lidar,117,11.69930567
lidar,118,11.80155779
lidar,119,11.90106900
lidar,120,12.00083179
lidar,121,12.10142465
lidar,122,12.20219120
lidar,123,12.29935686
lidar,124,12.40032626
lidar,125,12.50084188
lidar,126,12.60055279
lidar,127,12.70085203
lidar,128,12.80193296
lidar,129,12.90037413
lidar,130,12.99996680
lidar,131,13.09926696
lidar,132,13.20107885
lidar,133,13.30085731
lidar,134,13.40118998
lidar,135,13.49976640
lidar,136,13.59945296
lidar,137,13.70100883
lidar,138,13.80065878
lidar,139,13.90129144
lidar,140,14.00054404
lidar,141,14.10074430
lidar,142,14.20105682
lidar,143,14.30175594
lidar,144,14.40189859
lidar,145,14.50198409
lidar,146,14.60081685
lidar,147,14.70089297
lidar,148,14.80036736
lidar,149,14.89961723
lidar,150,15.00016441
lidar,151,15.10072790
lidar,152,15.20027188
lidar,153,15.30144954
lidar,154,15.40036885
lidar,155,15.50199511
lidar,156,15.60086689
lidar,157,15.69972449
lidar,158,15.80063147
lidar,159,15.90068990
lidar,160,15.99981638
lidar,161,16.10030205
lidar,162,16.20259054
lidar,163,16.30162351
lidar,164,16.40047825
lidar,165,16.50128345
lidar,166,16.60010991
lidar,167,16.70072392
lidar,168,16.80073823
lidar,169,16.90133112
lidar,170,17.00190683
lidar,171,17.10022900
lidar,172,17.20120565
lidar,173,17.30239997
lidar,174,17.40215330
lidar,175,17.50066639
lidar,176,17.60056867
lidar,177,17.70147883
lidar,178,17.80114727
lidar,179,17.90087777
lidar,180,17.99985217
lidar,181,18.10084414
lidar,182,18.19947393
lidar,183,18.30192000
lidar,184,18.39991100
lidar,185,18.50094280
lidar,186,18.60075792
lidar,187,18.70029599
lidar,188,18.80040983
lidar,189,18.90105485
lidar,190,19.00172063
lidar,191,19.09979287
lidar,192,19.20098633
lidar,193,19.30036469
lidar,194,19.40109524
lidar,195,19.50072576
lidar,196,19.60054487
lidar,197,19.70129070
lidar,198,19.80042627
lidar,199,19.90014300
lidar,200,20.00024525
lidar,201,20.10039408
lidar,202,20.20109850
lidar,203,20.30052644
lidar,204,20.40007552
lidar,205,20.50033177
lidar,206,20.60068280
lidar,207,20.70071551
lidar,208,20.79957757
lidar,209,20.90204613
lidar,210,21.00064542
lidar,211,21.10043009
lidar,212,21.20021381
lidar,213,21.29956306
lidar,214,21.40101022
lidar,215,21.50143658
lidar,216,21.60033385
lidar,217,21.70169656
lidar,218,21.80183264
lidar,219,21.90168267
lidar,220,22.00117899
lidar,221,22.10123548
lidar,222,22.20159326
lidar,223,22.30027346
lidar,224,22.40051017
lidar,225,22.50269315
lidar,226,22.60080758
lidar,227,22.70084231
lidar,228,22.80148258
lidar,229,22.90155554
lidar,230,22.99974024
lidar,231,23.10162848
lidar,232,23.20151194
lidar,233,23.30020648
lidar,234,23.39994426
lidar,235,23.50058132
lidar,236,23.59985829
lidar,237,23.70031835
lidar,238,23.80055956
lidar,239,23.89998890
lidar,240,24.00072245
lidar,241,24.10096198
lidar,242,24.20021184
lidar,243,24.30035506
lidar,244,24.39944869
lidar,245,24.49998665
lidar,246,24.60055329
lidar,247,24.70132966
lidar,248,24.80077920
lidar,249,24.89966658
lidar,250,25.00131254
lidar,251,25.10095515
lidar,252,25.20128812
lidar,253,25.30022145
lidar,254,25.40164051
lidar,255,25.50089448
lidar,256,25.60050646
lidar,257,25.69995030
lidar,258,25.80140037
lidar,259,25.90083220
lidar,260,26.00188297
lidar,261,26.10141089
lidar,262,26.20061111
lidar,263,26.30030109
lidar,264,26.40081562
lidar,265,26.50160550
lidar,266,26.60081259
lidar,267,26.70174946
lidar,268,26.80023183
lidar,269,26.90035454
lidar,270,27.00087426
lidar,271,27.10091099
lidar,272,27.20106418
lidar,273,27.30089225
lidar,274,27.40047344
lidar,275,27.50106006
lidar,276,27.60234713
lidar,277,27.70076702
lidar,278,27.80082283
lidar,279,27.89951126
lidar,280,28.00033860
lidar,281,28.10092279
lidar,282,28.20019160
lidar,283,28.30159789
lidar,284,28.39984587
lidar,285,28.49970620
lidar,286,28.60071132
lidar,287,28.70060651
lidar,288,28.80063268
lidar,289,28.90014907
lidar,290,29.00113228
lidar,291,29.09986291
lidar,292,29.20104079
lidar,293,29.30178173
lidar,294,29.40103636
lidar,295,29.49981393
lidar,296,29.60117517
lidar,297,29.70025408
lidar,298,29.80206249
lidar,299,29.90040624
imu,0,0.00001517
imu,1,0.01003302
imu,2,0.02004035
imu,3,0.02999754
imu,4,0.04006031
imu,5,0.04998281
imu,6,0.06013312
imu,7,0.06996808
imu,8,0.07991478
imu,9,0.09006268
imu,10,0.09984836
imu,11,0.11001236
imu,12,0.11987867
imu,13,0.13005519
imu,14,0.14001981
imu,15,0.15003220
imu,16,0.15991890
imu,17,0.16998603
imu,18,0.18007903
imu,19,0.18987513
imu,20,0.19991540
imu,21,0.21005977
imu,22,0.22012522
imu,23,0.23010740
imu,24,0.24018334
imu,25,0.24990406
imu,26,0.25999876
imu,27,0.26999731
imu,28,0.27988417
imu,29,0.29003725
imu,30,0.29995864
imu,31,0.30984112
imu,32,0.31992727
imu,33,0.33000011
imu,34,0.34012310
imu,35,0.35006691
imu,36,0.36004972
imu,37,0.36986265
imu,38,0.38005191
imu,39,0.38992109
imu,40,0.40009840
imu,41,0.41002879
