timestamp_s,x_m,y_m,z_m,yaw_rad
2.650000,1.356693,0.747490,1.502480,0.26615881
2.700000,1.380451,0.753955,1.503290,0.26526090
2.750000,1.404110,0.760372,1.504091,0.26457335
2.800000,1.427671,0.766748,1.504881,0.26409820
2.850000,1.451130,0.773087,1.505662,0.26383730
2.900000,1.474488,0.779395,1.506433,0.26379227
2.950000,1.497742,0.785676,1.507193,0.26396456
3.000000,1.520891,0.791936,1.507943,0.26435538
3.050000,1.543934,0.798180,1.508682,0.26496575
3.100000,1.566871,0.804412,1.509411,0.26579645
3.150000,1.589698,0.810639,1.510129,0.26684806
3.200000,1.612417,0.816863,1.510836,0.26812091
3.250000,1.635025,0.823091,1.511531,0.26961511
3.300000,1.657521,0.829327,1.512216,0.27133052
3.350000,1.679904,0.835576,1.512889,0.27326678
3.400000,1.702174,0.841843,1.513551,0.27542325
3.450000,1.724328,0.848131,1.514201,0.27779905
3.500000,1.746367,0.854445,1.514840,0.28039305
3.550000,1.768289,0.860791,1.515466,0.28320385
3.600000,1.790093,0.867171,1.516081,0.28622979
3.650000,1.811778,0.873590,1.516684,0.28946891
3.700000,1.833344,0.880052,1.517274,0.29291902
3.750000,1.854789,0.886562,1.517853,0.29657761
3.800000,1.876113,0.893122,1.518419,0.30044191
3.850000,1.897315,0.899737,1.518972,0.30450886
3.900000,1.918394,0.906411,1.519513,0.30877511
3.950000,1.939350,0.913145,1.520041,0.31323701
4.000000,1.960181,0.919945,1.520557,0.31789065
4.050000,1.980887,0.926813,1.521059,0.32273178
4.100000,2.001468,0.933753,1.521549,0.32775592
4.150000,2.021923,0.940766,1.522025,0.33295823
4.200000,2.042250,0.947857,1.522489,0.33833365
4.250000,2.062450,0.955026,1.522939,0.34387678
4.300000,2.082523,0.962278,1.523376,0.34958196
4.350000,2.102467,0.969614,1.523800,0.35544326
4.400000,2.122282,0.977037,1.524210,0.36145445
4.450000,2.141967,0.984548,1.524607,0.36760907
4.500000,2.161523,0.992150,1.524990,0.37390036
4.550000,2.180949,0.999843,1.525359,0.38032135
4.600000,2.200244,1.007630,1.525715,0.38686480
4.650000,2.219409,1.015511,1.526056,0.39352325
4.700000,2.238443,1.023489,1.526384,0.40028902
4.750000,2.257345,1.031563,1.526698,0.40715421
4.800000,2.276116,1.039736,1.526998,0.41411075
4.850000,2.294755,1.048006,1.527284,0.42115038
4.900000,2.313262,1.056376,1.527556,0.42826465
4.950000,2.331638,1.064844,1.527814,0.43544498
5.000000,2.349881,1.073412,1.528058,0.44268266
5.050000,2.367992,1.082078,1.528287,0.44996885
5.100000,2.385971,1.090844,1.528502,0.45729461
5.150000,2.403818,1.099708,1.528703,0.46465089
5.200000,2.421533,1.108669,1.528890,0.47202861
5.250000,2.439116,1.117728,1.529062,0.47941860
5.300000,2.456567,1.126882,1.529220,0.48681166
5.350000,2.473886,1.136132,1.529363,0.49419858
5.400000,2.491074,1.145474,1.529492,0.50157012
5.450000,2.508130,1.154909,1.529606,0.50891706
5.500000,2.525055,1.164434,1.529706,0.51623020
5.550000,2.541848,1.174047,1.529791,0.52350038
5.600000,2.558512,1.183746,1.529862,0.53071846
5.650000,2.575045,1.193529,1.529918,0.53787538
5.700000,2.591448,1.203393,1.529960,0.54496214
5.750000,2.607721,1.213337,1.529987,0.55196981
5.800000,2.623865,1.223357,1.529999,0.55888955
5.850000,2.639880,1.233450,1.529997,0.56571261
5.900000,2.655768,1.243613,1.529980,0.57243033
5.950000,2.671527,1.253843,1.529949,0.57903414
6.000000,2.687159,1.264136,1.529903,0.58551557
6.050000,2.702665,1.274490,1.529843,0.59186626
6.100000,2.718044,1.284899,1.529768,0.59807794
6.150000,2.733298,1.295361,1.529678,0.60414243
6.200000,2.748428,1.305871,1.529574,0.61005165
6.250000,2.763433,1.316425,1.529456,0.61579758
6.300000,2.778315,1.327018,1.529323,0.62137231
6.350000,2.793074,1.337647,1.529175,0.62676797
6.400000,2.807712,1.348307,1.529014,0.63197676
6.450000,2.822228,1.358992,1.528837,0.63699092
6.500000,2.836624,1.369699,1.528647,0.64180271
6.550000,2.850901,1.380421,1.528442,0.64640443
6.600000,2.865060,1.391155,1.528222,0.65078835
6.650000,2.879101,1.401894,1.527989,0.65494674
6.700000,2.893025,1.412633,1.527741,0.65887182
6.750000,2.906834,1.423368,1.527479,0.66255577
6.800000,2.920529,1.434092,1.527203,0.66599067
6.850000,2.934110,1.444799,1.526913,0.66916850
6.900000,2.947578,1.455485,1.526609,0.67208111
6.950000,2.960935,1.466143,1.526291,0.67472020
7.000000,2.974182,1.476767,1.525959,0.67707729
7.050000,2.987319,1.487352,1.525613,0.67914369
7.100000,3.000349,1.497891,1.525253,0.68091045
7.150000,3.013272,1.508378,1.524880,0.68236837
7.200000,3.026090,1.518807,1.524493,0.68350794
7.250000,3.038803,1.529172,1.524093,0.68431931
7.300000,3.051413,1.539466,1.523679,0.68479225
7.350000,3.063921,1.549684,1.523251,0.68491616
7.400000,3.076329,1.559819,1.522810,0.68467993
7.450000,3.088638,1.569864,1.522356,0.68407203
7.500000,3.100849,1.579813,1.521889,0.68308036
7.550000,3.112964,1.589660,1.521408,0.68169228
7.600000,3.124984,1.599398,1.520915,0.67989455
7.650000,3.136911,1.609020,1.520409,0.67767327
7.700000,3.148746,1.618521,1.519890,0.67501386
7.750000,3.160490,1.627894,1.519358,0.67190102
7.800000,3.172145,1.637132,1.518813,0.66831867
7.850000,3.183712,1.646229,1.518256,0.66424993
7.900000,3.195194,1.655178,1.517687,0.65967708
7.950000,3.206591,1.663973,1.517105,0.65458152
8.000000,3.217906,1.672608,1.516511,0.64894372
8.050000,3.229139,1.681077,1.515904,0.64274324
8.100000,3.240293,1.689372,1.515286,0.63595868
8.150000,3.251369,1.697488,1.514656,0.62856768
8.200000,3.262368,1.705419,1.514014,0.62054689
8.250000,3.273293,1.713159,1.513361,0.61187205
8.300000,3.284146,1.720701,1.512696,0.60251794
8.350000,3.294927,1.728039,1.512019,0.59245849
8.400000,3.305638,1.735168,1.511331,0.58166684
8.450000,3.316282,1.742081,1.510632,0.57011539
8.500000,3.326860,1.748774,1.509922,0.55777603
8.550000,3.337374,1.755240,1.509201,0.54462022
8.600000,3.347826,1.761473,1.508469,0.53061924
8.650000,3.358217,1.767469,1.507727,0.51574450
8.700000,3.368550,1.773222,1.506974,0.49996778
8.750000,3.378825,1.778727,1.506211,0.48326169
8.800000,3.389046,1.783978,1.505437,0.46560009
8.850000,3.399213,1.788971,1.504653,0.44695864
8.900000,3.409330,1.793700,1.503860,0.42731541
8.950000,3.419397,1.798162,1.503056,0.40665153
9.000000,3.429416,1.802350,1.502243,0.38495200
9.050000,3.439390,1.806262,1.501421,0.36220651
9.100000,3.449321,1.809893,1.500589,0.33841033
9.150000,3.459210,1.813238,1.499747,0.31356522
9.200000,3.469059,1.816293,1.498897,0.28768039
9.250000,3.478870,1.819055,1.498038,0.26077344
9.300000,3.488646,1.821520,1.497170,0.23287120
9.350000,3.498388,1.823684,1.496293,0.20401050
9.400000,3.508098,1.825544,1.495408,0.17423877
9.450000,3.517778,1.827097,1.494515,0.14361440
9.500000,3.527431,1.828340,1.493614,0.11220690
9.550000,3.537057,1.829270,1.492704,0.08009667
9.600000,3.546660,1.829884,1.491787,0.04737449
9.650000,3.556241,1.830179,1.490862,0.01414057
9.700000,3.565803,1.830154,1.489930,-0.01949665
9.750000,3.575346,1.829807,1.488991,-0.05342216
9.800000,3.584874,1.829134,1.488044,-0.08751622
9.850000,3.594388,1.828136,1.487091,-0.12165648
9.900000,3.603891,1.826809,1.486130,-0.15572016
9.950000,3.613384,1.825154,1.485164,-0.18958630
10.000000,3.622869,1.823168,1.484190,-0.22313788
10.050000,3.632349,1.820850,1.483211,-0.25626384
10.100000,3.641826,1.818201,1.482225,-0.28886072
10.150000,3.651301,1.815218,1.481234,-0.32083411
10.200000,3.660777,1.811903,1.480237,-0.35209969
10.250000,3.670255,1.808254,1.479234,-0.38258385
10.300000,3.679738,1.804273,1.478226,-0.41222409
10.350000,3.689228,1.799958,1.477213,-0.44096896
10.400000,3.698727,1.795310,1.476195,-0.46877777
10.450000,3.708237,1.790331,1.475172,-0.49562010
10.500000,3.717760,1.785021,1.474145,-0.52147507
10.550000,3.727297,1.779381,1.473113,-0.54633050
10.600000,3.736852,1.773412,1.472077,-0.57018202
10.650000,3.746425,1.767115,1.471037,-0.59303214
10.700000,3.756020,1.760493,1.469993,-0.61488926
10.750000,3.765638,1.753547,1.468946,-0.63576683
10.800000,3.775280,1.746279,1.467895,-0.65568243
10.850000,3.784950,1.738692,1.466840,-0.67465702
10.900000,3.794649,1.730787,1.465783,-0.69271419
10.950000,3.804379,1.722568,1.464723,-0.70987955
11.000000,3.814142,1.714036,1.463660,-0.72618015
11.050000,3.823940,1.705196,1.462595,-0.74164398
11.100000,3.833775,1.696050,1.461527,-0.75629960
11.150000,3.843649,1.686602,1.460457,-0.77017573
11.200000,3.853564,1.676854,1.459386,-0.78330102
11.250000,3.863522,1.666812,1.458312,-0.79570376
11.300000,3.873525,1.656478,1.457238,-0.80741171
11.350000,3.883574,1.645857,1.456161,-0.81845199
11.400000,3.893672,1.634953,1.455084,-0.82885087
11.450000,3.903821,1.623770,1.454006,-0.83863380
11.500000,3.914022,1.612313,1.452927,-0.84782523
11.550000,3.924277,1.600586,1.451847,-0.85644869
11.600000,3.934589,1.588594,1.450767,-0.86452665
11.650000,3.944958,1.576343,1.449687,-0.87208062
11.700000,3.955387,1.563837,1.448607,-0.87913107
11.750000,3.965878,1.551081,1.447528,-0.88569747
11.800000,3.976432,1.538082,1.446449,-0.89179834
11.850000,3.987052,1.524843,1.445370,-0.89745122
11.900000,3.997739,1.511372,1.444292,-0.90267274
11.950000,4.008494,1.497674,1.443216,-0.90747863
12.000000,4.019320,1.483755,1.442140,-0.91188375
12.050000,4.030218,1.469620,1.441066,-0.91590216
12.100000,4.041190,1.455276,1.439994,-0.91954711
12.150000,4.052238,1.440730,1.438923,-0.92283110
12.200000,4.063363,1.425986,1.437855,-0.92576592
12.250000,4.074567,1.411052,1.436788,-0.92836267
12.300000,4.085851,1.395935,1.435724,-0.93063180
12.350000,4.097218,1.380640,1.434663,-0.93258316
12.400000,4.108669,1.365174,1.433604,-0.93422599
12.450000,4.120205,1.349545,1.432549,-0.93556901
12.500000,4.131827,1.333758,1.431496,-0.93662041
12.550000,4.143539,1.317820,1.430447,-0.93738787
12.600000,4.155340,1.301739,1.429402,-0.93787864
12.650000,4.167233,1.285522,1.428360,-0.93809952
12.700000,4.179218,1.269175,1.427323,-0.93805690
12.750000,4.191298,1.252705,1.426289,-0.93775679
12.800000,4.203474,1.236119,1.425260,-0.93720484
12.850000,4.215747,1.219424,1.424235,-0.93640636
12.900000,4.228118,1.202628,1.423215,-0.93536636
12.950000,4.240590,1.185737,1.422200,-0.93408955
13.000000,4.253162,1.168759,1.421190,-0.93258036
13.050000,4.265838,1.151700,1.420185,-0.93084297
13.100000,4.278617,1.134568,1.419185,-0.92888135
13.150000,4.291501,1.117369,1.418191,-0.92669922
13.200000,4.304491,1.100111,1.417203,-0.92430015
13.250000,4.317589,1.082801,1.416221,-0.92168749
13.300000,4.330796,1.065445,1.415245,-0.91886445
13.350000,4.344112,1.048051,1.414276,-0.91583408
13.400000,4.357540,1.030625,1.413313,-0.91259934
13.450000,4.371079,1.013175,1.412356,-0.90916303
13.500000,4.384732,0.995707,1.411407,-0.90552788
13.550000,4.398499,0.978227,1.410464,-0.90169655
13.600000,4.412381,0.960743,1.409529,-0.89767160
13.650000,4.426379,0.943261,1.408601,-0.89345556
13.700000,4.440494,0.925788,1.407681,-0.88905094
13.750000,4.454728,0.908330,1.406768,-0.88446018
13.800000,4.469080,0.890893,1.405864,-0.87968577
13.850000,4.483552,0.873484,1.404967,-0.87473016
13.900000,4.498145,0.856109,1.404078,-0.86959585
13.950000,4.512860,0.838773,1.403198,-0.86428536
14.000000,4.527697,0.821484,1.402327,-0.85880125
14.050000,4.542656,0.804247,1.401464,-0.85314615
14.100000,4.557740,0.787067,1.400610,-0.84732278
14.150000,4.572948,0.769950,1.399765,-0.84133391
14.200000,4.588282,0.752902,1.398929,-0.83518245
14.250000,4.603741,0.735928,1.398102,-0.82887138
14.300000,4.619327,0.719033,1.397285,-0.82240383
14.350000,4.635039,0.702223,1.396477,-0.81578305
14.400000,4.650880,0.685502,1.395680,-0.80901245
14.450000,4.666848,0.668875,1.394892,-0.80209559
14.500000,4.682945,0.652348,1.394114,-0.79503618
14.550000,4.699171,0.635924,1.393346,-0.78783812
14.600000,4.715526,0.619607,1.392589,-0.78050549
14.650000,4.732011,0.603403,1.391842,-0.77304256
14.700000,4.748627,0.587315,1.391106,-0.76545379
14.750000,4.765373,0.571346,1.390380,-0.75774385
14.800000,4.782249,0.555502,1.389665,-0.74991763
14.850000,4.799257,0.539785,1.388962,-0.74198021
14.900000,4.816397,0.524198,1.388269,-0.73393689
14.950000,4.833667,0.508746,1.387588,-0.72579321
15.000000,4.851070,0.493430,1.386918,-0.71755490
15.050000,4.868604,0.478254,1.386260,-0.70922792
15.100000,4.886271,0.463221,1.385613,-0.70081845
15.150000,4.904069,0.448333,1.384978,-0.69233286
15.200000,4.922000,0.433592,1.384354,-0.68377776
15.250000,4.940063,0.419001,1.383743,-0.67515994
15.300000,4.958258,0.404561,1.383144,-0.66648639
15.350000,4.976585,0.390275,1.382557,-0.65776429
15.400000,4.995044,0.376143,1.381982,-0.64900098
15.450000,5.013634,0.362168,1.381420,-0.64020398
15.500000,5.032357,0.348350,1.380870,-0.63138096
15.550000,5.051211,0.334690,1.380333,-0.62253974
15.600000,5.070197,0.321190,1.379808,-0.61368823
15.650000,5.089313,0.307850,1.379297,-0.60483447
15.700000,5.108561,0.294671,1.378798,-0.59598661
15.750000,5.127939,0.281652,1.378312,-0.58715284
15.800000,5.147447,0.268794,1.377839,-0.57834141
15.850000,5.167085,0.256097,1.377379,-0.56956064
15.900000,5.186853,0.243561,1.376933,-0.56081882
15.950000,5.206749,0.231185,1.376500,-0.55212426
16.000000,5.226775,0.218968,1.376080,-0.54348526
16.050000,5.246928,0.206910,1.375674,-0.53491005
16.100000,5.267209,0.195009,1.375281,-0.52640681
16.150000,5.287617,0.183265,1.374902,-0.51798365
16.200000,5.308151,0.171677,1.374537,-0.50964855
16.250000,5.328812,0.160242,1.374185,-0.50140940
16.300000,5.349597,0.148959,1.373847,-0.49327391
16.350000,5.370507,0.137826,1.373523,-0.48524967
16.400000,5.391541,0.126842,1.373213,-0.47734407
16.450000,5.412698,0.116003,1.372917,-0.46956433
16.500000,5.433977,0.105309,1.372635,-0.46191745
16.550000,5.455378,0.094755,1.372368,-0.45441020
16.600000,5.476900,0.084341,1.372114,-0.44704915
16.650000,5.498542,0.074062,1.371874,-0.43984060
16.700000,5.520302,0.063916,1.371649,-0.43279058
16.750000,5.542181,0.053900,1.371438,-0.42590490
16.800000,5.564177,0.044011,1.371241,-0.41918904
16.850000,5.586289,0.034246,1.371059,-0.41264826
16.900000,5.608517,0.024600,1.370891,-0.40628747
16.950000,5.630858,0.015071,1.370737,-0.40011134
17.000000,5.653313,0.005655,1.370598,-0.39412421
17.050000,5.675880,-0.003653,1.370474,-0.38833014
17.100000,5.698558,-0.012855,1.370364,-0.38273288
17.150000,5.721346,-0.021957,1.370268,-0.37733589
17.200000,5.744243,-0.030961,1.370187,-0.37214232
17.250000,5.767247,-0.039873,1.370120,-0.36715502
17.300000,5.790357,-0.048697,1.370069,-0.36237655
17.350000,5.813573,-0.057436,1.370031,-0.35780916
17.400000,5.836893,-0.066096,1.370008,-0.35345483
17.450000,5.860315,-0.074682,1.370000,-0.34931523
17.500000,5.883838,-0.083197,1.370006,-0.34539176
17.550000,5.907462,-0.091646,1.370027,-0.34168553
17.600000,5.931184,-0.100034,1.370063,-0.33819739
17.650000,5.955004,-0.108367,1.370113,-0.33492790
17.700000,5.978919,-0.116648,1.370177,-0.33187737
17.750000,6.002928,-0.124883,1.370257,-0.32904586
17.800000,6.027031,-0.133076,1.370350,-0.32643316
17.850000,6.051225,-0.141233,1.370458,-0.32403884
17.900000,6.075510,-0.149359,1.370581,-0.32186219
17.950000,6.099882,-0.157458,1.370718,-0.31990232
18.000000,6.124342,-0.165536,1.370870,-0.31815807
18.050000,6.148887,-0.173598,1.371036,-0.31662808
18.100000,6.173516,-0.181648,1.371216,-0.31531077
18.150000,6.198228,-0.189693,1.371411,-0.31420437
18.200000,6.223020,-0.197736,1.371620,-0.31330688
18.250000,6.247891,-0.205782,1.371844,-0.31261613
18.300000,6.272839,-0.213838,1.372081,-0.31212976
18.350000,6.297864,-0.221907,1.372333,-0.31184520
18.400000,6.322962,-0.229996,1.372599,-0.31175973
18.450000,6.348132,-0.238107,1.372879,-0.31187046
18.500000,6.373373,-0.246248,1.373174,-0.31217432
18.550000,6.398683,-0.254422,1.373482,-0.31266809
18.600000,6.424060,-0.262633,1.373804,-0.31334840
18.650000,6.449503,-0.270888,1.374140,-0.31421172
18.700000,6.475009,-0.279191,1.374490,-0.31525439
18.750000,6.500577,-0.287545,1.374853,-0.31647260
18.800000,6.526204,-0.295956,1.375231,-0.31786242
18.850000,6.551890,-0.304428,1.375621,-0.31941979
18.900000,6.577632,-0.312965,1.376026,-0.32114054
18.950000,6.603428,-0.321573,1.376444,-0.32302037
19.000000,6.629277,-0.330253,1.376875,-0.32505488
19.050000,6.655177,-0.339012,1.377320,-0.32723956
19.100000,6.681125,-0.347853,1.377778,-0.32956980
19.150000,6.707120,-0.356779,1.378249,-0.33204092
19.200000,6.733160,-0.365795,1.378733,-0.33464812
19.250000,6.759243,-0.374904,1.379230,-0.33738654
19.300000,6.785367,-0.384109,1.379740,-0.34025125
19.350000,6.811530,-0.393414,1.380263,-0.34323723
19.400000,6.837730,-0.402823,1.380799,-0.34633942
19.450000,6.863965,-0.412337,1.381347,-0.34955268
19.500000,6.890233,-0.421961,1.381907,-0.35287182
19.550000,6.916533,-0.431697,1.382481,-0.35629163
19.600000,6.942862,-0.441548,1.383066,-0.35980683
19.650000,6.969218,-0.451516,1.383664,-0.36341212
19.700000,6.995599,-0.461604,1.384273,-0.36710217
19.750000,7.022003,-0.471814,1.384895,-0.37087163
19.800000,7.048428,-0.482148,1.385528,-0.37471512
19.850000,7.074873,-0.492608,1.386174,-0.37862727
19.900000,7.101334,-0.503195,1.386831,-0.38260269
19.950000,7.127811,-0.513912,1.387499,-0.38663600
20.000000,7.154301,-0.524759,1.388179,-0.39072181
20.050000,7.180801,-0.535739,1.388870,-0.39485476
20.100000,7.207311,-0.546851,1.389572,-0.39902950
20.150000,7.233828,-0.558097,1.390285,-0.40324071
20.200000,7.260349,-0.569478,1.391009,-0.40748308
20.250000,7.286873,-0.580994,1.391744,-0.41175135
20.300000,7.313398,-0.592645,1.392490,-0.41604028
20.350000,7.339922,-0.604432,1.393246,-0.42034468
20.400000,7.366442,-0.616355,1.394012,-0.42465942
20.450000,7.392957,-0.628413,1.394789,-0.42897939
20.500000,7.419464,-0.640607,1.395575,-0.43329955
20.550000,7.445962,-0.652935,1.396372,-0.43761491
20.600000,7.472449,-0.665396,1.397178,-0.44192055
20.650000,7.498921,-0.677991,1.397994,-0.44621161
20.700000,7.525379,-0.690718,1.398819,-0.45048328
20.750000,7.551818,-0.703575,1.399654,-0.45473083
20.800000,7.578238,-0.716561,1.400498,-0.45894960
20.850000,7.604637,-0.729675,1.401351,-0.46313499
20.900000,7.631011,-0.742914,1.402212,-0.46728248
20.950000,7.657360,-0.756276,1.403083,-0.47138763
21.000000,7.683681,-0.769760,1.403962,-0.47544605
21.050000,7.709973,-0.783363,1.404849,-0.47945344
21.100000,7.736232,-0.797083,1.405745,-0.48340558
21.150000,7.762459,-0.810915,1.406649,-0.48729831
21.200000,7.788649,-0.824859,1.407560,-0.49112755
21.250000,7.814802,-0.838911,1.408480,-0.49488928
21.300000,7.840915,-0.853066,1.409407,-0.49857956
21.350000,7.866986,-0.867323,1.410341,-0.50219453
21.400000,7.893015,-0.881677,1.411282,-0.50573037
21.450000,7.918997,-0.896125,1.412231,-0.50918336
21.500000,7.944933,-0.910662,1.413186,-0.51254980
21.550000,7.970819,-0.925286,1.414149,-0.51582608
21.600000,7.996654,-0.939990,1.415117,-0.51900864
21.650000,8.022436,-0.954772,1.416092,-0.52209398
21.700000,8.048163,-0.969626,1.417074,-0.52507863
21.750000,8.073834,-0.984548,1.418061,-0.52795920
21.800000,8.099446,-0.999532,1.419054,-0.53073230
21.850000,8.124997,-1.014575,1.420053,-0.53339463
21.900000,8.150486,-1.029671,1.421057,-0.53594287
21.950000,8.175911,-1.044815,1.422066,-0.53837378
22.000000,8.201271,-1.060001,1.423081,-0.54068413
22.050000,8.226563,-1.075224,1.424100,-0.54287069
22.100000,8.251785,-1.090478,1.425125,-0.54493027
22.150000,8.276936,-1.105758,1.426153,-0.54685969
22.200000,8.302015,-1.121058,1.427186,-0.54865578
22.250000,8.327019,-1.136371,1.428223,-0.55031535
22.300000,8.351947,-1.151693,1.429265,-0.55183524
22.350000,8.376797,-1.167017,1.430310,-0.55321224
22.400000,8.401568,-1.182336,1.431358,-0.55444318
22.450000,8.426258,-1.197644,1.432410,-0.55552481
22.500000,8.450865,-1.212936,1.433465,-0.55645390
22.550000,8.475387,-1.228204,1.434523,-0.55722716
22.600000,8.499824,-1.243442,1.435584,-0.55784129
22.650000,8.524173,-1.258644,1.436648,-0.55829291
22.700000,8.548434,-1.273802,1.437714,-0.55857863
22.750000,8.572604,-1.288911,1.438782,-0.55869499
22.800000,8.596682,-1.303964,1.439853,-0.55863845
22.850000,8.620666,-1.318953,1.440925,-0.55840542
22.900000,8.644556,-1.333872,1.441999,-0.55799225
22.950000,8.668350,-1.348715,1.443074,-0.55739519
23.000000,8.692046,-1.363474,1.444150,-0.55661041
23.050000,8.715643,-1.378142,1.445228,-0.55563399
23.100000,8.739140,-1.392714,1.446306,-0.55446192
23.150000,8.762535,-1.407181,1.447386,-0.55309007
23.200000,8.785827,-1.421537,1.448465,-0.55151421
23.250000,8.809014,-1.435775,1.449545,-0.54973000
23.300000,8.832097,-1.449888,1.450625,-0.54773298
23.350000,8.855073,-1.463870,1.451705,-0.54551856
23.400000,8.877940,-1.477713,1.452785,-0.54308201
23.450000,8.900699,-1.491411,1.453864,-0.54041848
23.500000,8.923348,-1.504957,1.454942,-0.53752298
23.550000,8.945885,-1.518345,1.456019,-0.53439036
23.600000,8.968310,-1.531567,1.457096,-0.53101533
23.650000,8.990621,-1.544617,1.458171,-0.52739246
23.700000,9.012818,-1.557489,1.459244,-0.52351615
23.750000,9.034899,-1.570177,1.460316,-0.51938065
23.800000,9.056864,-1.582672,1.461386,-0.51498005
23.850000,9.078711,-1.594971,1.462454,-0.51030829
23.900000,9.100440,-1.607065,1.463520,-0.50535914
23.950000,9.122050,-1.618949,1.464583,-0.50012622
24.000000,9.143540,-1.630617,1.465644,-0.49460301
24.050000,9.164908,-1.642063,1.466701,-0.48878283
24.100000,9.186155,-1.653281,1.467756,-0.48265885
24.150000,9.207279,-1.664265,1.468807,-0.47622412
24.200000,9.228280,-1.675010,1.469855,-0.46947157
24.250000,9.249157,-1.685510,1.470900,-0.46239401
24.300000,9.269909,-1.695760,1.471940,-0.45498415
24.350000,9.290536,-1.705753,1.472977,-0.44723463
24.400000,9.311037,-1.715486,1.474009,-0.43913802
24.450000,9.331411,-1.724954,1.475037,-0.43068687
24.500000,9.351658,-1.734150,1.476061,-0.42187372
24.550000,9.371777,-1.743071,1.477079,-0.41269112
24.600000,9.391769,-1.751712,1.478093,-0.40313170
24.650000,9.411631,-1.760068,1.479102,-0.39318818
24.700000,9.431364,-1.768135,1.480105,-0.38285343
24.750000,9.450968,-1.775910,1.481103,-0.37212051
24.800000,9.470441,-1.783387,1.482095,-0.36098274
24.850000,9.489784,-1.790564,1.483081,-0.34943374
24.900000,9.508997,-1.797437,1.484062,-0.33746752
24.950000,9.528079,-1.804001,1.485036,-0.32507854
25.000000,9.547029,-1.810255,1.486004,-0.31226180
25.050000,9.565848,-1.816194,1.486965,-0.29901288
25.100000,9.584536,-1.821816,1.487919,-0.28532811
25.150000,9.603092,-1.827119,1.488867,-0.27120458
25.200000,9.621515,-1.832099,1.489807,-0.25664031
25.250000,9.639807,-1.836754,1.490740,-0.24163427
25.300000,9.657967,-1.841082,1.491666,-0.22618659
25.350000,9.675994,-1.845081,1.492584,-0.21029858
25.400000,9.693890,-1.848750,1.493494,-0.19397287
25.450000,9.711653,-1.852086,1.494397,-0.17721352
25.500000,9.729284,-1.855089,1.495291,-0.16002611
25.550000,9.746784,-1.857757,1.496177,-0.14241785
25.600000,9.764151,-1.860088,1.497055,-0.12439765
25.650000,9.781387,-1.862084,1.497924,-0.10597622
25.700000,9.798491,-1.863741,1.498784,-0.08716612
25.750000,9.815464,-1.865061,1.499636,-0.06798181
25.800000,9.832306,-1.866044,1.500478,-0.04843969
