timestamp_s,x_m,y_m,z_m,yaw_rad
3.000000,1.967144,0.490334,1.631284,0.41141126
3.050000,2.035951,0.636337,1.589617,0.35913860
3.100000,2.064288,0.562495,1.562899,0.34151130
3.150000,1.993985,0.528526,1.582467,0.34496764
3.200000,1.929797,0.569946,1.530207,0.30421580
3.250000,2.039774,0.662618,1.514828,0.35727924
3.300000,2.000276,0.747100,1.619337,0.35523239
3.350000,2.023283,0.610246,1.612381,0.33916903
3.400000,2.204022,0.597565,1.612666,0.32440907
3.450000,2.176286,0.619911,1.685171,0.32995630
3.500000,2.193403,0.608010,1.565238,0.40625462
3.550000,2.227775,0.641204,1.459193,0.36147244
3.600000,2.251258,0.623151,1.619010,0.40670861
3.650000,2.267402,0.785755,1.591373,0.31849172
3.700000,2.308596,0.645996,1.713199,0.34791217
3.750000,2.181067,0.644315,1.551843,0.36499783
3.800000,2.294519,0.621965,1.552401,0.40899626
3.850000,2.313835,0.621986,1.580173,0.32924347
3.900000,2.367343,0.677099,1.489405,0.35497275
3.950000,2.357006,0.659607,1.598601,0.32430047
4.000000,2.404572,0.835298,1.626510,0.35802501
4.050000,2.408391,0.707828,1.497801,0.30993344
4.100000,2.460229,0.650194,1.509213,0.39238536
4.150000,2.493193,0.789877,1.652050,0.42454486
4.200000,2.401840,0.735251,1.667900,0.34730057
4.250000,2.553897,0.767522,1.537173,0.40829779
4.300000,2.552239,0.802991,1.625013,0.44903709
4.350000,2.559330,0.723088,1.589492,0.41059882
4.400000,2.505794,0.786792,1.650898,0.46446985
4.450000,2.576306,0.683376,1.601286,0.41772524
4.500000,2.632622,0.838170,1.569389,0.43061996
4.550000,2.557478,0.899841,1.526798,0.43592940
4.600000,2.685124,0.824745,1.633705,0.47181143
4.650000,2.637768,0.854951,1.667409,0.43729877
4.700000,2.607597,0.930790,1.639118,0.42664675
4.750000,2.743529,0.842034,1.646849,0.51972369
4.800000,2.658749,0.759035,1.502127,0.52581049
4.850000,2.800188,0.873545,1.545568,0.45545583
4.900000,2.705182,0.783613,1.538420,0.48408232
4.950000,2.845984,0.811942,1.619776,0.50882313
5.000000,2.869555,0.833090,1.618286,0.55748243
5.050000,2.844079,0.828391,1.721958,0.56573562
5.100000,2.863490,0.916931,1.581842,0.52781405
5.150000,2.825347,0.952075,1.542422,0.49831346
5.200000,2.981521,0.926118,1.612154,0.57033041
5.250000,2.944178,0.921048,1.552186,0.58968789
5.300000,2.828723,1.028478,1.613052,0.51038049
5.350000,2.990888,0.885446,1.580106,0.57918072
5.400000,2.926436,0.989930,1.576025,0.55916499
5.450000,2.949308,1.009691,1.572985,0.51748258
5.500000,3.010131,1.016100,1.629827,0.56282384
5.550000,3.006681,1.042898,1.628203,0.58075571
5.600000,2.998552,0.984321,1.684653,0.55771875
5.650000,2.946231,0.954723,1.634380,0.66258772
5.700000,3.019518,0.974834,1.631221,0.55509023
5.750000,2.995492,1.062717,1.596063,0.65420475
5.800000,3.014191,0.998856,1.543665,0.59556231
5.850000,3.163809,0.996977,1.488219,0.62198948
5.900000,3.078355,0.991094,1.479573,0.65328525
5.950000,3.061555,1.025613,1.659709,0.64162040
6.000000,3.180871,1.120441,1.612092,0.66626497
6.050000,3.191520,1.094172,1.631837,0.71428288
6.100000,3.193719,1.049154,1.563664,0.66942119
6.150000,3.209978,1.149797,1.580129,0.62480831
6.200000,3.245347,1.105652,1.621053,0.70683817
6.250000,3.256609,1.127177,1.610270,0.69917651
6.300000,3.269134,1.108979,1.576072,0.74638050
6.350000,3.156307,1.087529,1.623913,0.72844059
6.400000,3.275190,1.210106,1.766805,0.72240304
6.450000,3.286714,1.262908,1.557518,0.74131992
6.500000,3.286333,1.232469,1.537332,0.68430756
6.550000,3.242575,1.163602,1.643004,0.71185247
6.600000,3.397159,1.203224,1.605200,0.76933885
6.650000,3.358544,1.153670,1.658886,0.71571854
6.700000,3.340792,1.212528,1.561313,0.74200968
6.750000,3.354115,1.156319,1.631058,0.71790321
6.800000,3.386694,1.158215,1.634086,0.75799436
6.850000,3.474299,1.212716,1.623532,0.73083307
6.900000,3.427223,1.264809,1.670144,0.73539842
6.950000,3.442520,1.254337,1.597452,0.74099642
7.000000,3.361189,1.275612,1.543333,0.65883061
7.050000,3.399185,1.261368,1.654902,0.74617561
7.100000,3.549770,1.250865,1.558555,0.77587304
7.150000,3.542081,1.283694,1.568383,0.72667532
7.200000,3.491129,1.292504,1.558322,0.76136170
7.250000,3.474956,1.308734,1.697817,0.80084178
7.300000,3.516627,1.331866,1.515237,0.76618670
7.350000,3.525736,1.451052,1.616471,0.75733221
7.400000,3.567446,1.410238,1.605460,0.73528355
7.450000,3.489670,1.294084,1.587137,0.70215955
7.500000,3.555336,1.328798,1.584363,0.75763208
7.550000,3.521922,1.452866,1.558323,0.74681244
7.600000,3.516769,1.409953,1.588584,0.76544444
7.650000,3.570172,1.342180,1.635624,0.77972687
7.700000,3.632095,1.482973,1.577582,0.69207807
7.750000,3.677841,1.460075,1.704695,0.75723514
7.800000,3.620842,1.535470,1.455934,0.74345656
7.850000,3.572144,1.449913,1.609156,0.77167304
7.900000,3.753311,1.466206,1.573514,0.77634590
7.950000,3.711944,1.543403,1.716165,0.77126235
8.000000,3.659412,1.439592,1.543172,0.71369586
8.050000,3.743415,1.474976,1.572391,0.67663704
8.100000,3.736822,1.511454,1.526831,0.71084138
8.150000,3.754330,1.478289,1.589553,0.74373637
8.200000,3.731237,1.572289,1.583122,0.70686019
8.250000,3.677322,1.636867,1.573343,0.69922314
8.300000,3.829755,1.561626,1.689643,0.60471783
8.350000,3.756175,1.527032,1.513272,0.73325372
8.400000,3.730387,1.526848,1.664237,0.55822907
8.450000,3.824152,1.492146,1.648638,0.66114605
8.500000,3.796721,1.654744,1.597940,0.62156115
8.550000,3.790082,1.572462,1.519709,0.62987967
8.600000,3.820389,1.590597,1.595389,0.58393183
8.650000,3.739299,1.632361,1.588950,0.58250334
8.700000,3.818838,1.673469,1.612412,0.59285857
8.750000,3.951513,1.604468,1.578241,0.59432138
8.800000,3.941611,1.642302,1.461378,0.51020100
8.850000,3.912888,1.652169,1.625674,0.53759920
8.900000,3.926070,1.673634,1.604144,0.50636732
8.950000,3.917952,1.621873,1.538837,0.49735322
9.000000,4.022571,1.648415,1.577573,0.45710667
9.050000,3.994855,1.697108,1.625924,0.37913815
9.100000,4.044922,1.651905,1.505015,0.46596144
9.150000,3.874259,1.618826,1.579132,0.42436376
9.200000,3.982491,1.632303,1.547032,0.33989151
9.250000,4.009958,1.602192,1.612538,0.29488096
9.300000,3.929969,1.640579,1.697981,0.33043293
9.350000,3.977645,1.612620,1.613012,0.29889142
9.400000,4.022285,1.690417,1.623266,0.22031124
9.450000,4.059577,1.674731,1.534351,0.19494375
9.500000,4.020831,1.663124,1.577556,0.20851627
9.550000,4.112472,1.628643,1.639467,0.08781114
9.600000,3.921787,1.729466,1.621053,0.14310621
9.650000,4.078479,1.761191,1.604612,0.08951270
9.700000,4.044294,1.637943,1.580037,0.06825777
9.750000,4.054494,1.643017,1.508557,0.01358138
9.800000,4.063753,1.552480,1.599117,0.01731858
9.850000,4.191739,1.694076,1.621301,-0.06531071
9.900000,4.173695,1.592338,1.672607,-0.07328129
9.950000,4.069059,1.774153,1.595144,-0.09911535
10.000000,4.084814,1.683462,1.639116,-0.17202501
10.050000,4.128265,1.669574,1.513405,-0.18244739
10.100000,4.195988,1.632787,1.537394,-0.20719268
10.150000,4.174978,1.666472,1.585510,-0.28513846
10.200000,4.204757,1.659817,1.517940,-0.25478954
10.250000,4.234623,1.583911,1.610447,-0.36218214
10.300000,4.168628,1.638744,1.590466,-0.32719673
10.350000,4.181284,1.649659,1.556862,-0.35502249
10.400000,4.316181,1.665633,1.549631,-0.39622622
10.450000,4.357032,1.622861,1.522597,-0.37994929
10.500000,4.290085,1.621419,1.531957,-0.41961655
10.550000,4.215347,1.644746,1.479506,-0.43029670
10.600000,4.266842,1.619793,1.556405,-0.40272139
10.650000,4.304930,1.566143,1.561132,-0.52290097
10.700000,4.277838,1.530177,1.600251,-0.52616450
10.750000,4.302633,1.577329,1.577777,-0.60518176
10.800000,4.359958,1.620855,1.528351,-0.52174624
10.850000,4.359736,1.511942,1.591078,-0.58595890
10.900000,4.353916,1.625774,1.451010,-0.59585565
10.950000,4.389462,1.545892,1.577624,-0.62552864
11.000000,4.355073,1.528111,1.582964,-0.62619858
11.050000,4.308343,1.548993,1.617402,-0.68564747
11.100000,4.404438,1.537463,1.606459,-0.70704710
11.150000,4.368179,1.559742,1.622427,-0.57801797
11.200000,4.447133,1.451288,1.546686,-0.74793500
11.250000,4.425475,1.494486,1.525733,-0.67138510
11.300000,4.340072,1.441805,1.522136,-0.72907036
11.350000,4.396195,1.396087,1.542067,-0.74475787
11.400000,4.376306,1.419350,1.564733,-0.78714882
11.450000,4.428211,1.460855,1.503746,-0.73963975
11.500000,4.518091,1.503410,1.439900,-0.72622082
11.550000,4.471131,1.476018,1.551915,-0.73547066
11.600000,4.488378,1.506510,1.553947,-0.76804073
11.650000,4.480163,1.449888,1.442431,-0.76670387
11.700000,4.412593,1.387760,1.503045,-0.77110505
11.750000,4.517119,1.377189,1.484927,-0.77863136
11.800000,4.642713,1.359040,1.567924,-0.83442371
11.850000,4.650340,1.314389,1.487283,-0.89419799
11.900000,4.677349,1.381689,1.458917,-0.84154269
11.950000,4.580848,1.311730,1.502374,-0.85270593
12.000000,4.640611,1.367668,1.573499,-0.81734215
12.050000,4.608238,1.383651,1.558288,-0.84506834
12.100000,4.463254,1.227901,1.540345,-0.79487909
12.150000,4.625874,1.272846,1.527763,-0.84484923
12.200000,4.799484,1.253662,1.518890,-0.80717617
12.250000,4.698929,1.089490,1.520299,-0.85085619
12.300000,4.742295,1.126510,1.451305,-0.82164635
12.350000,4.801535,1.117979,1.454163,-0.86253726
12.400000,4.797289,1.056628,1.530857,-0.84563235
12.450000,4.843237,1.070413,1.531109,-0.81820578
12.500000,4.678582,1.107162,1.534440,-0.87049656
12.550000,4.827379,1.027216,1.512017,-0.86224092
12.600000,4.873777,1.075358,1.414991,-0.85718005
12.650000,4.801644,0.995501,1.597434,-0.84570826
12.700000,4.914286,0.954420,1.578519,-0.83567364
12.750000,4.926763,1.061785,1.483858,-0.87346957
12.800000,4.951533,0.968323,1.414418,-0.88322458
12.850000,4.979155,0.847993,1.497501,-0.84866957
12.900000,4.941502,0.876741,1.498781,-0.80910888
12.950000,5.145199,0.796736,1.548232,-0.91655586
13.000000,5.111932,0.866120,1.529577,-0.90627862
13.050000,5.132677,0.839471,1.469583,-0.80215576
13.100000,5.077993,0.813644,1.527837,-0.84196412
13.150000,5.157378,0.736260,1.506661,-0.82290395
13.200000,5.119451,0.763463,1.562931,-0.85814459
13.250000,5.075410,0.788934,1.520386,-0.83584523
13.300000,5.233370,0.708515,1.534365,-0.82979686
13.350000,5.333033,0.623911,1.606465,-0.77943501
13.400000,5.178720,0.739353,1.565959,-0.81800158
13.450000,5.324921,0.634197,1.550131,-0.80921126
13.500000,5.235469,0.606102,1.539905,-0.81998608
13.550000,5.238995,0.602759,1.377219,-0.82043593
13.600000,5.213824,0.643659,1.469212,-0.78780165
13.650000,5.221015,0.611866,1.511632,-0.81789381
13.700000,5.444363,0.602670,1.484466,-0.78450040
13.750000,5.302563,0.480057,1.423375,-0.85699828
13.800000,5.466101,0.520164,1.553841,-0.83796408
13.850000,5.543490,0.620063,1.456805,-0.80402413
13.900000,5.353788,0.445128,1.510246,-0.74544741
13.950000,5.512469,0.575781,1.477482,-0.76688161
14.000000,5.440117,0.502682,1.493946,-0.73867594
14.050000,5.416376,0.428226,1.451504,-0.76869026
14.100000,5.473474,0.357935,1.554273,-0.70110267
14.150000,5.495757,0.412125,1.482597,-0.75079696
14.200000,5.437617,0.239035,1.481219,-0.80725122
14.250000,5.442903,0.304508,1.503784,-0.77043882
14.300000,5.479638,0.393266,1.557421,-0.67616955
14.350000,5.461397,0.389584,1.463181,-0.75611212
14.400000,5.601900,0.370330,1.380255,-0.72767184
14.450000,5.564070,0.324094,1.464449,-0.69468627
14.500000,5.583995,0.217141,1.580372,-0.67995597
14.550000,5.584726,0.244298,1.486604,-0.72958250
14.600000,5.582820,0.304716,1.436362,-0.64997970
14.650000,5.646692,0.284659,1.329020,-0.66614839
14.700000,5.650858,0.202704,1.485632,-0.63249271
14.750000,5.652476,0.202128,1.503784,-0.74381032
14.800000,5.657948,0.298352,1.390298,-0.67697481
14.850000,5.731429,0.221829,1.502592,-0.58933491
14.900000,5.635865,0.177773,1.493300,-0.65733111
14.950000,5.713697,0.237787,1.500912,-0.62585717
15.000000,5.745724,0.142163,1.527419,-0.60920400
15.050000,5.692931,0.163314,1.395748,-0.58835918
15.100000,5.763981,0.164917,1.431176,-0.56666107
15.150000,5.688184,0.145086,1.397444,-0.60336856
15.200000,5.673958,0.180055,1.616219,-0.62013327
15.250000,5.829319,0.118151,1.511605,-0.53890835
15.300000,5.771711,0.112042,1.508774,-0.59762745
15.350000,5.760358,0.106170,1.438969,-0.50569681
15.400000,5.785533,0.083602,1.401911,-0.56727473
15.450000,5.846521,0.054846,1.517834,-0.57515962
15.500000,5.836219,0.158457,1.523998,-0.52622710
15.550000,5.820405,0.117067,1.453065,-0.54290238
15.600000,5.912989,0.190162,1.505758,-0.51846996
15.650000,5.829112,0.091885,1.442873,-0.50049245
15.700000,5.831257,0.007579,1.493175,-0.50891374
15.750000,5.904435,0.104684,1.406816,-0.45351575
15.800000,5.865157,0.013105,1.549070,-0.50257883
15.850000,5.925131,0.022310,1.508851,-0.45298417
15.900000,5.995017,0.069088,1.498462,-0.46588131
15.950000,5.945740,0.049510,1.514299,-0.46861756
16.000000,5.968865,0.102543,1.390620,-0.37602002
16.050000,6.008092,0.033372,1.607164,-0.44206788
16.100000,6.006170,-0.039457,1.471096,-0.42715632
16.150000,5.928219,0.060048,1.519874,-0.45831995
16.200000,5.923755,-0.057034,1.509385,-0.38811663
16.250000,5.950835,0.048056,1.473855,-0.45679688
16.300000,5.991446,-0.070655,1.491857,-0.43196957
16.350000,6.013702,-0.062212,1.526112,-0.34938443
16.400000,6.106665,-0.047539,1.533757,-0.39754740
16.450000,6.100777,-0.130059,1.457093,-0.36489218
16.500000,6.129032,-0.095173,1.597083,-0.30643219
16.550000,6.085990,-0.109865,1.417770,-0.31866173
16.600000,6.167519,-0.106127,1.450773,-0.33883285
16.650000,6.193312,-0.053007,1.458239,-0.35582769
16.700000,6.167393,-0.113625,1.476405,-0.36818910
16.750000,6.222308,-0.041648,1.472252,-0.30040034
16.800000,6.397817,-0.101560,1.449722,-0.32398830
16.850000,6.359352,0.031887,1.584153,-0.29512721
16.900000,6.355184,-0.127164,1.436666,-0.27926287
16.950000,6.382755,-0.183868,1.375202,-0.29048239
17.000000,6.380091,-0.135046,1.573216,-0.32219724
17.050000,6.498389,-0.093649,1.483859,-0.27513038
17.100000,6.461435,-0.196939,1.378999,-0.27859485
17.150000,6.398486,-0.129743,1.483233,-0.29724368
17.200000,6.448897,-0.134068,1.399799,-0.33155882
17.250000,6.469594,-0.095121,1.545963,-0.20263302
17.300000,6.442738,-0.095911,1.506632,-0.24106366
17.350000,6.548429,-0.177855,1.590366,-0.25424252
17.400000,6.623201,-0.141123,1.548465,-0.29103816
17.450000,6.552975,-0.270328,1.446207,-0.22763473
17.500000,6.586272,-0.322324,1.378747,-0.25349026
17.550000,6.527642,-0.139514,1.481000,-0.21039794
17.600000,6.683246,-0.202459,1.539127,-0.23970323
17.650000,6.650476,-0.253775,1.407160,-0.16926749
17.700000,6.764491,-0.241226,1.456630,-0.23382362
17.750000,6.772031,-0.229499,1.452690,-0.22696768
17.800000,6.753015,-0.271146,1.450752,-0.20696007
17.850000,6.752366,-0.296024,1.455077,-0.21248217
17.900000,6.768531,-0.298922,1.481168,-0.24483431
17.950000,6.843705,-0.147057,1.402834,-0.23895277
18.000000,6.851093,-0.294684,1.425005,-0.21854915
18.050000,6.889917,-0.251493,1.466574,-0.23225875
18.100000,6.918395,-0.358463,1.481869,-0.20958219
18.150000,7.028737,-0.239283,1.484960,-0.21094624
18.200000,7.021782,-0.260771,1.514594,-0.16947355
18.250000,6.948453,-0.400187,1.448342,-0.15459388
18.300000,7.126197,-0.164781,1.422562,-0.19086043
18.350000,7.040247,-0.224864,1.509396,-0.19917576
18.400000,7.117364,-0.390915,1.450430,-0.20152429
18.450000,7.035541,-0.390284,1.593789,-0.21055913
18.500000,7.114499,-0.277381,1.468457,-0.23098321
18.550000,6.997433,-0.469829,1.413035,-0.21388757
18.600000,7.212324,-0.464334,1.460496,-0.20485642
18.650000,7.201538,-0.412371,1.484853,-0.18692054
18.700000,7.196782,-0.485184,1.413277,-0.19954508
18.750000,7.261968,-0.377477,1.503393,-0.23823881
18.800000,7.266404,-0.340157,1.468084,-0.24169396
18.850000,7.288729,-0.433643,1.446805,-0.23903207
18.900000,7.369401,-0.341395,1.378345,-0.21555415
18.950000,7.295988,-0.504045,1.449523,-0.20350040
19.000000,7.336822,-0.540530,1.432113,-0.23015439
19.050000,7.336665,-0.523139,1.536046,-0.19081321
19.100000,7.455947,-0.472763,1.551870,-0.21312094
19.150000,7.435342,-0.519564,1.397444,-0.27504535
19.200000,7.590710,-0.435019,1.508414,-0.22543696
19.250000,7.600869,-0.417473,1.398668,-0.28269569
19.300000,7.661285,-0.548568,1.477376,-0.25924449
19.350000,7.683462,-0.513294,1.528708,-0.23004183
19.400000,7.604916,-0.507111,1.354816,-0.19788287
19.450000,7.634193,-0.625291,1.414861,-0.21074530
19.500000,7.665118,-0.571752,1.507601,-0.20499952
19.550000,7.639468,-0.469000,1.493280,-0.29856338
19.600000,7.784888,-0.569280,1.433231,-0.24764024
19.650000,7.747289,-0.532767,1.542046,-0.28050234
19.700000,7.859933,-0.565085,1.493075,-0.27821822
19.750000,7.804701,-0.541895,1.569612,-0.26826187
19.800000,7.800026,-0.598529,1.438832,-0.22313696
19.850000,7.896978,-0.605452,1.571274,-0.26459113
19.900000,7.764514,-0.591623,1.399793,-0.26251462
19.950000,7.955722,-0.708813,1.337433,-0.31619914
20.000000,7.956521,-0.592885,1.610589,-0.36955511
20.050000,8.076888,-0.678462,1.537316,-0.26722671
20.100000,7.929325,-0.668006,1.483917,-0.28072025
20.150000,7.966503,-0.672417,1.453299,-0.33029948
20.200000,8.018679,-0.606423,1.470868,-0.33607607
20.250000,7.988807,-0.594385,1.474938,-0.33210089
20.300000,8.058136,-0.611007,1.510312,-0.28389764
20.350000,8.107336,-0.769395,1.529110,-0.28253791
20.400000,8.191926,-0.584552,1.563241,-0.26183259
20.450000,8.122937,-0.661791,1.535374,-0.29380263
20.500000,8.216403,-0.721493,1.466798,-0.28520131
20.550000,8.259611,-0.722791,1.501312,-0.33873917
20.600000,8.353368,-0.696469,1.490314,-0.25142324
20.650000,8.229165,-0.663540,1.467474,-0.34664830
20.700000,8.404428,-0.900970,1.576351,-0.33406018
20.750000,8.375117,-0.820100,1.534510,-0.34967077
20.800000,8.411450,-0.823954,1.574517,-0.33767706
20.850000,8.368878,-0.821639,1.446846,-0.30634325
20.900000,8.358308,-0.972055,1.526801,-0.33367071
20.950000,8.517631,-0.849092,1.491331,-0.37701983
21.000000,8.370915,-0.814531,1.561246,-0.39894014
21.050000,8.521953,-0.955669,1.508709,-0.30695389
21.100000,8.637424,-0.828686,1.530939,-0.36814452
21.150000,8.705295,-0.875900,1.431793,-0.33909679
21.200000,8.691537,-1.001582,1.531223,-0.42857488
21.250000,8.625678,-0.897566,1.522650,-0.35464564
21.300000,8.611663,-0.942884,1.590769,-0.39546443
21.350000,8.807139,-0.895660,1.476051,-0.37207582
21.400000,8.744917,-0.946413,1.489331,-0.35794254
21.450000,8.856372,-0.965636,1.438769,-0.42045277
21.500000,8.803087,-0.967360,1.402217,-0.38397901
21.550000,8.843616,-1.024867,1.561343,-0.43627208
21.600000,8.819255,-1.035057,1.552911,-0.41748034
21.650000,8.951278,-1.021737,1.517638,-0.42826453
21.700000,8.892381,-1.062138,1.528117,-0.43570502
21.750000,8.985840,-1.055487,1.437548,-0.41314169
21.800000,8.999275,-0.986808,1.512341,-0.37011002
21.850000,8.951112,-1.052420,1.552729,-0.42493474
21.900000,9.021167,-1.111609,1.468362,-0.40366621
21.950000,9.126855,-1.194708,1.562805,-0.45716402
22.000000,9.028147,-1.125189,1.523382,-0.40624607
22.050000,9.137768,-1.144492,1.446358,-0.45476388
22.100000,9.087018,-1.244604,1.470651,-0.45462992
22.150000,9.162291,-1.202008,1.589372,-0.44136652
22.200000,9.131665,-1.172920,1.472954,-0.43960102
22.250000,9.131497,-1.048022,1.550441,-0.45686476
22.300000,9.235970,-1.099981,1.518272,-0.44162491
22.350000,9.358696,-1.210314,1.568472,-0.40106803
22.400000,9.419317,-1.241755,1.524996,-0.40873873
22.450000,9.334311,-1.278838,1.421052,-0.46166690
22.500000,9.349498,-1.338995,1.556674,-0.38983201
22.550000,9.243548,-1.183107,1.584989,-0.43077191
22.600000,9.326433,-1.370874,1.498540,-0.45018884
22.650000,9.432792,-1.450992,1.500867,-0.44567939
22.700000,9.456694,-1.303556,1.486281,-0.41212238
22.750000,9.415837,-1.321768,1.566958,-0.45438713
22.800000,9.503077,-1.246722,1.549429,-0.47494166
22.850000,9.592414,-1.428829,1.564815,-0.46264643
22.900000,9.634345,-1.395332,1.617426,-0.34804237
22.950000,9.492652,-1.461144,1.480266,-0.44358109
23.000000,9.579832,-1.442764,1.561515,-0.49075089
23.050000,9.569604,-1.397823,1.482674,-0.49994939
23.100000,9.665077,-1.421507,1.634320,-0.48209148
23.150000,9.644074,-1.419026,1.425458,-0.43548587
23.200000,9.672283,-1.415579,1.595486,-0.37278643
23.250000,9.703553,-1.521597,1.477449,-0.44266389
23.300000,9.753379,-1.465354,1.582155,-0.39291757
23.350000,9.690408,-1.558357,1.546627,-0.43495219
23.400000,9.717604,-1.546097,1.557700,-0.40726746
23.450000,9.768466,-1.457915,1.435612,-0.40219344
23.500000,9.819443,-1.577839,1.527171,-0.41297542
23.550000,9.794707,-1.584120,1.534494,-0.44110704
23.600000,9.935037,-1.455975,1.622997,-0.46764738
23.650000,9.989516,-1.489841,1.663296,-0.43874389
23.700000,9.958399,-1.592858,1.575403,-0.41229426
23.750000,9.929562,-1.571975,1.610257,-0.43654554
23.800000,9.921933,-1.693525,1.501675,-0.43051263
23.850000,10.045951,-1.609213,1.570549,-0.38551143
23.900000,10.007060,-1.674222,1.522350,-0.38815495
23.950000,10.113614,-1.610677,1.543419,-0.39307472
24.000000,10.037884,-1.688407,1.622299,-0.37161595
24.050000,10.088142,-1.636158,1.637681,-0.34280301
24.100000,10.045702,-1.681281,1.590201,-0.37331740
24.150000,10.251573,-1.682809,1.563232,-0.35169569
24.200000,10.214506,-1.712689,1.586747,-0.36000671
24.250000,10.222464,-1.721017,1.565343,-0.35612130
24.300000,10.155977,-1.744519,1.557403,-0.26988637
24.350000,10.194573,-1.746929,1.525558,-0.34078456
24.400000,10.124973,-1.669247,1.601511,-0.34264487
24.450000,10.252079,-1.784354,1.501497,-0.26668019
24.500000,10.353055,-1.769551,1.583276,-0.29543151
24.550000,10.263016,-1.660659,1.601318,-0.28181762
24.600000,10.287790,-1.804655,1.555593,-0.29748370
24.650000,10.401735,-1.725075,1.637146,-0.32394871
24.700000,10.433947,-1.833845,1.598631,-0.26709219
24.750000,10.428730,-1.746356,1.573010,-0.23305231
24.800000,10.429947,-1.907862,1.514753,-0.20916766
24.850000,10.392277,-1.852315,1.613338,-0.21786314
24.900000,10.470961,-1.802252,1.575401,-0.22878512
24.950000,10.493764,-1.763844,1.573542,-0.16706186
25.000000,10.444164,-1.867848,1.540169,-0.19734476
25.050000,10.486180,-1.885211,1.643696,-0.11992493
25.100000,10.483454,-1.820228,1.589230,-0.15462180
25.150000,10.521261,-1.848239,1.671367,-0.17104893
25.200000,10.525147,-1.894553,1.519167,-0.11689541
25.250000,10.587324,-1.906853,1.685324,-0.13459641
25.300000,10.554384,-1.944896,1.647566,-0.08166984
25.350000,10.681016,-1.816492,1.486532,-0.09419979
25.400000,10.598203,-1.797531,1.634056,-0.08237238
25.450000,10.586096,-1.862872,1.697660,-0.03289697
25.500000,10.694367,-1.782099,1.646919,-0.02568894
25.550000,10.673650,-1.874465,1.601530,0.03136364
25.600000,10.702116,-1.810825,1.662028,0.02864850
25.650000,10.793647,-1.873189,1.663644,-0.00159562
25.700000,10.693915,-1.859623,1.535704,-0.00434347
25.750000,10.731023,-1.801828,1.642954,0.09126446
