sensor,sequence,timestamp_s
camera,94,3.13488543
camera,95,3.16897531
camera,96,3.19788317
camera,97,3.23685758
camera,98,3.26323933
camera,99,3.30180054
camera,100,3.33548049
camera,101,3.36778037
camera,102,3.39963667
camera,103,3.43682771
camera,104,3.46582574
camera,105,3.49511748
camera,106,3.53580811
camera,107,3.56373181
camera,108,3.59615322
camera,110,3.67041895
camera,111,3.70050582
camera,112,3.73147379
camera,113,3.77040220
camera,114,3.80348738
camera,115,3.83269438
camera,116,3.86942732
camera,117,3.90168394
camera,118,3.93353154
camera,119,3.97382152
camera,120,3.99559680
camera,121,4.03114151
camera,122,4.06542126
camera,123,4.09737548
camera,124,4.13318265
camera,125,4.16675511
camera,126,4.20090061
camera,127,4.23376898
camera,128,4.26697277
camera,129,4.30153487
camera,130,4.33873399
camera,131,4.35764957
camera,132,4.40023153
camera,133,4.42837264
camera,134,4.46124045
camera,135,4.49859256
camera,136,4.53528235
camera,137,4.56421692
camera,138,4.60130449
camera,139,4.63595640
camera,140,4.66712864
camera,141,4.70138633
camera,142,4.73335979
camera,143,4.76876387
camera,144,4.79974653
camera,145,4.83189253
camera,146,4.87004298
camera,147,4.89940558
camera,148,4.93205632
camera,149,4.96486930
camera,150,4.99714191
camera,151,5.03700396
camera,152,5.07379619
camera,153,5.10098538
camera,154,5.12953703
camera,155,5.16440946
camera,156,5.20046981
camera,157,5.23219617
camera,158,5.27216248
camera,159,5.30036765
camera,160,5.33313741
camera,161,5.36615173
camera,162,5.40270560
camera,163,5.43593570
camera,164,5.46929737
camera,165,5.49879892
camera,166,5.53213903
camera,167,5.57357594
camera,168,5.60332792
camera,169,5.63349556
camera,170,5.66501721
camera,171,5.70113827
camera,172,5.73281537
camera,173,5.77020924
camera,174,5.79971100
camera,175,5.82934854
camera,176,5.86330676
camera,177,5.89911560
camera,178,5.93425945
camera,179,5.96644295
camera,180,6.00054315
camera,181,6.03352874
camera,182,6.06164679
camera,183,6.10152036
camera,184,6.12998880
camera,185,6.16362159
camera,186,6.19994958
camera,187,6.22942062
camera,188,6.26925023
camera,189,6.30029594
camera,190,6.33678442
camera,191,6.35626321
camera,192,6.39778139
camera,193,6.43662119
camera,194,6.46503075
camera,195,6.51193763
camera,196,6.53208518
camera,197,6.56763768
camera,198,6.60780058
camera,199,6.63267848
camera,200,6.67447783
camera,201,6.69800873
camera,202,6.73585737
camera,203,6.76846026
camera,204,6.80106265
camera,205,6.83353632
camera,206,6.86812731
camera,207,6.89533094
camera,208,6.92991300
camera,209,6.96299874
camera,210,7.00282042
camera,211,7.03523573
camera,212,7.06528757
camera,213,7.09708954
camera,214,7.13213829
camera,215,7.16294847
camera,216,7.19405303
camera,217,7.23615924
camera,219,7.30006226
camera,220,7.33438265
camera,221,7.36866425
camera,222,7.39702658
camera,223,7.43882871
camera,224,7.46800580
camera,225,7.49808296
camera,226,7.53024444
camera,227,7.56429318
camera,228,7.59570609
camera,229,7.63393232
camera,230,7.66091441
camera,231,7.70027735
camera,232,7.73233180
camera,233,7.76728739
camera,234,7.79712004
camera,235,7.83545410
camera,236,7.86564643
camera,237,7.89756387
camera,238,7.93114744
camera,239,7.96770989
camera,240,8.00416687
camera,241,8.03513727
camera,242,8.06722517
camera,243,8.09710648
camera,244,8.13285720
camera,245,8.16532041
camera,246,8.19572722
camera,247,8.23564790
camera,248,8.26916311
camera,249,8.29622143
camera,250,8.33409977
camera,251,8.36529969
camera,252,8.39796098
camera,253,8.43430482
camera,254,8.46591143
camera,255,8.50559574
camera,256,8.53401872
camera,257,8.57077132
camera,258,8.59870458
camera,259,8.63203425
camera,260,8.66205240
camera,261,8.70329241
camera,262,8.73596279
camera,263,8.76305163
camera,264,8.79758349
camera,265,8.83749270
camera,266,8.86911283
camera,267,8.90390876
camera,268,8.93074877
camera,269,8.96942849
camera,270,8.99647350
camera,271,9.02943850
camera,272,9.06641703
camera,273,9.10228046
camera,274,9.13205555
camera,275,9.16664359
camera,276,9.20216896
camera,277,9.23016874
camera,278,9.26907139
camera,279,9.29643826
camera,280,9.33151439
camera,281,9.36746826
camera,282,9.39863239
camera,283,9.43448693
camera,284,9.46423703
camera,285,9.50034397
camera,286,9.52939481
camera,287,9.57000069
camera,288,9.59821406
camera,289,9.62975350
camera,290,9.66681435
camera,291,9.69344446
camera,292,9.73609869
camera,293,9.76506651
camera,294,9.79896970
camera,295,9.83224359
camera,296,9.86849556
camera,297,9.89324238
camera,298,9.93780704
camera,299,9.95917975
camera,300,10.00246450
camera,301,10.03258957
camera,302,10.06690215
camera,303,10.09753070
camera,304,10.13594145
camera,305,10.16221859
camera,306,10.19461410
camera,307,10.22798582
camera,308,10.26974082
camera,309,10.30284603
camera,310,10.33054410
camera,311,10.36879498
camera,312,10.39885326
camera,313,10.42972891
camera,314,10.46831740
camera,315,10.50002373
camera,316,10.53508402
camera,317,10.56691426
camera,318,10.60066461
camera,319,10.63036246
camera,320,10.66643733
camera,321,10.70158656
camera,322,10.73109084
camera,323,10.76336520
camera,324,10.80248271
camera,325,10.83830638
camera,326,10.86656565
camera,328,10.93313577
camera,329,10.96865133
camera,330,10.99606858
camera,331,11.02805583
camera,332,11.06482416
camera,333,11.09265448
camera,334,11.13433710
camera,335,11.16962404
camera,336,11.19748187
camera,337,11.23753138
camera,338,11.26699662
camera,339,11.29624967
camera,340,11.33423475
camera,341,11.36485360
camera,342,11.40062258
camera,343,11.43378884
camera,344,11.46962989
camera,345,11.49716106
camera,346,11.53075427
camera,347,11.57493225
camera,348,11.59975340
camera,349,11.62921888
camera,350,11.66548061
camera,351,11.70391933
camera,352,11.73166259
camera,353,11.76584021
camera,354,11.79590556
camera,355,11.83477230
camera,356,11.86390982
camera,357,11.89843113
camera,358,11.92942333
camera,359,11.96963075
camera,360,12.00056513
camera,361,12.02997222
camera,362,12.06440661
camera,363,12.09630471
camera,364,12.13123187
camera,365,12.16681370
camera,366,12.20134557
camera,367,12.23165980
camera,368,12.26512483
camera,369,12.29756607
camera,370,12.33450108
camera,371,12.36811716
camera,372,12.40395560
camera,373,12.43438306
camera,374,12.46123683
camera,375,12.50217124
camera,376,12.53157581
camera,377,12.56192420
camera,378,12.60517331
camera,379,12.63112342
camera,380,12.67075923
camera,381,12.69637593
camera,382,12.73175078
camera,383,12.76747936
camera,384,12.80339843
camera,385,12.82943104
camera,386,12.86863042
camera,387,12.90228057
camera,388,12.92991813
camera,389,12.96831686
camera,390,13.00391392
camera,391,13.03623895
camera,392,13.06342098
camera,393,13.09766363
camera,394,13.12609244
camera,395,13.16660077
camera,396,13.19760046
camera,397,13.23083390
camera,398,13.25944999
camera,399,13.29743049
camera,400,13.34106787
camera,401,13.36761093
camera,402,13.39793978
camera,403,13.43700198
camera,404,13.46675533
camera,405,13.49929642
camera,406,13.53010997
camera,407,13.56337949
camera,408,13.60110461
camera,409,13.63347589
camera,410,13.66622536
camera,411,13.70054213
camera,412,13.73759546
camera,413,13.77094861
camera,414,13.79962372
camera,415,13.83535867
camera,416,13.86784697
camera,417,13.90124113
camera,418,13.93450690
camera,419,13.96515725
camera,420,14.00523687
camera,421,14.03743681
camera,422,14.07120556
camera,423,14.10510144
camera,424,14.13829914
camera,425,14.16869769
camera,426,14.20258013
camera,427,14.23275155
camera,428,14.26534781
camera,429,14.29620560
camera,430,14.32814294
camera,431,14.36275086
camera,432,14.40032172
camera,433,14.43418618
camera,434,14.46544492
camera,435,14.50079831
camera,437,14.56644415
camera,438,14.59784571
camera,439,14.63498470
camera,440,14.67208632
camera,441,14.70142991
camera,442,14.73494129
camera,443,14.76740383
camera,444,14.80200042
camera,445,14.83519259
camera,446,14.86570201
camera,447,14.90016166
camera,448,14.93623407
camera,449,14.96674567
camera,450,14.99654141
camera,451,15.03521884
camera,452,15.06509500
camera,453,15.09608895
camera,454,15.13098440
camera,455,15.16830558
camera,456,15.20017322
camera,457,15.23584191
camera,458,15.26560197
camera,459,15.29336566
camera,460,15.33268537
camera,461,15.36701563
camera,462,15.39569176
camera,463,15.43572790
camera,464,15.46191575
camera,465,15.50130239
camera,466,15.53634975
camera,467,15.56653020
camera,468,15.59992818
camera,469,15.63410613
camera,470,15.66612724
camera,471,15.70202642
camera,472,15.73647865
camera,473,15.76304425
camera,474,15.79947861
camera,475,15.83641495
camera,476,15.86659525
camera,477,15.90290470
camera,478,15.93194039
camera,479,15.96678306
camera,480,15.99703187
camera,481,16.03729648
camera,482,16.06613479
camera,483,16.10060434
camera,484,16.13426634
camera,485,16.16451953
camera,486,16.19738331
camera,487,16.23219012
camera,488,16.26867085
camera,489,16.29715024
camera,490,16.33310159
camera,491,16.36424757
camera,492,16.40603092
camera,493,16.43670533
camera,494,16.46880938
camera,495,16.50373419
camera,496,16.53243572
camera,497,16.56643670
camera,498,16.59810291
camera,499,16.63571524
camera,500,16.66575361
camera,501,16.69601635
camera,502,16.73517324
camera,503,16.76384536
camera,504,16.79906376
camera,505,16.83223290
camera,506,16.87149242
camera,507,16.90210483
camera,508,16.93165676
camera,509,16.96877190
camera,510,16.99445247
camera,511,17.03339359
camera,512,17.06446047
camera,513,17.10131934
camera,514,17.13105828
camera,515,17.16181693
camera,516,17.20076840
camera,517,17.23488249
camera,518,17.26587316
camera,519,17.29830269
camera,520,17.33529856
camera,521,17.36614877
camera,522,17.39704841
camera,523,17.43370517
camera,524,17.45289567
camera,525,17.49567641
camera,526,17.53797329
camera,527,17.56214177
camera,528,17.59781614
camera,529,17.63825960
camera,530,17.66801361
camera,531,17.70273734
camera,532,17.73123010
camera,533,17.76624398
camera,534,17.80002764
camera,535,17.83073020
camera,536,17.86885993
camera,537,17.89940544
camera,538,17.93529331
camera,539,17.96504727
camera,540,17.99661409
camera,541,18.03566186
camera,542,18.06392835
camera,543,18.10283139
camera,544,18.13635266
camera,546,18.20115675
camera,547,18.23237468
camera,548,18.26590374
camera,549,18.30432828
camera,550,18.33514855
camera,551,18.36839935
camera,552,18.39641162
camera,553,18.43064865
camera,554,18.46311215
camera,555,18.49976612
camera,556,18.53716139
camera,557,18.56796336
camera,558,18.60317263
camera,559,18.62969156
camera,560,18.66951411
camera,561,18.69815287
camera,562,18.72975727
camera,563,18.76358397
camera,564,18.79538831
camera,565,18.83107220
camera,566,18.86597198
camera,567,18.90120292
camera,568,18.93700116
camera,569,18.96929800
camera,570,19.00170679
camera,571,19.03084931
camera,572,19.07048537
camera,573,19.10315210
camera,574,19.13383798
camera,575,19.16787252
camera,576,19.20035398
camera,577,19.23790813
camera,578,19.26678358
camera,579,19.29848598
camera,580,19.33324451
camera,581,19.36539525
camera,582,19.40431396
camera,583,19.43073875
camera,584,19.47023105
camera,585,19.50084193
camera,586,19.53184122
camera,587,19.57059367
camera,588,19.60083228
camera,589,19.63670105
camera,590,19.66456111
camera,591,19.69544216
camera,592,19.73270888
camera,593,19.76919020
camera,594,19.80052239
camera,595,19.83833507
camera,596,19.86578071
camera,597,19.89893439
camera,598,19.93262881
camera,599,19.96839372
camera,600,19.99976941
camera,601,20.03228965
camera,602,20.06350965
camera,603,20.10216925
camera,604,20.13291444
camera,605,20.16047132
camera,606,20.19695540
camera,607,20.23141147
camera,608,20.26851831
camera,609,20.29858045
camera,610,20.33337934
camera,611,20.36549693
camera,612,20.39829565
camera,613,20.43292398
camera,614,20.46160255
camera,615,20.50151746
camera,616,20.52762673
camera,617,20.57153592
camera,618,20.60195305
camera,619,20.63520017
camera,620,20.67070817
camera,621,20.70235360
camera,622,20.73805063
camera,623,20.76836485
camera,624,20.80491151
camera,625,20.83118713
camera,626,20.86969445
camera,627,20.90488557
camera,628,20.93264639
camera,629,20.97100455
camera,630,20.99658958
camera,631,21.03653351
camera,632,21.06332451
camera,633,21.09937508
camera,634,21.13747896
camera,635,21.16502988
camera,636,21.19756575
camera,637,21.23268857
camera,638,21.26674257
camera,639,21.30303592
camera,640,21.32691189
camera,641,21.36969394
camera,642,21.40279242
camera,643,21.43689987
camera,644,21.46500921
camera,645,21.49999707
camera,646,21.53244415
camera,647,21.56596753
camera,648,21.60308405
camera,649,21.63303319
camera,650,21.66499741
camera,651,21.70116921
camera,652,21.74228398
camera,653,21.76900945
camera,655,21.83726548
camera,656,21.86558288
camera,657,21.89719238
camera,658,21.93238948
camera,659,21.96689892
camera,660,22.00039736
camera,661,22.03556522
camera,662,22.06540186
camera,663,22.10466725
camera,664,22.13161934
camera,665,22.16356364
camera,666,22.19684508
camera,667,22.23329078
camera,668,22.26208839
camera,669,22.29892024
camera,670,22.33707884
camera,671,22.36627183
camera,672,22.40013206
camera,673,22.42949631
camera,674,22.46981311
camera,675,22.50129080
camera,676,22.53477070
camera,677,22.56379650
camera,678,22.60450999
camera,679,22.63232812
camera,680,22.67066514
camera,681,22.69637248
camera,682,22.73462797
camera,683,22.76674379
camera,684,22.79550275
camera,685,22.83713230
camera,686,22.86758612
camera,687,22.89899105
camera,688,22.93593182
camera,689,22.96222520
camera,690,23.00060590
camera,691,23.03386538
camera,692,23.06233184
camera,693,23.10350510
camera,694,23.13153504
camera,695,23.16448598
camera,696,23.20182928
camera,697,23.23161858
camera,698,23.26913281
camera,699,23.30239666
camera,700,23.33383967
camera,701,23.37118994
camera,702,23.39528991
camera,703,23.43713220
camera,704,23.46359155
camera,705,23.49818902
camera,706,23.53571895
camera,707,23.56781625
camera,708,23.59628371
camera,709,23.63496676
camera,710,23.66844941
camera,711,23.69860548
camera,712,23.73469297
camera,713,23.77230430
camera,714,23.80376072
camera,715,23.83129850
camera,716,23.86604687
camera,717,23.89435143
camera,718,23.93414543
camera,719,23.96252197
camera,720,23.99611217
camera,721,24.03592054
camera,722,24.06251103
camera,723,24.10017590
camera,724,24.14169449
camera,725,24.16033639
camera,726,24.20078137
camera,727,24.23688589
camera,728,24.26655678
camera,729,24.29936116
camera,730,24.33847564
camera,731,24.36371984
camera,732,24.40485538
camera,733,24.43725487
camera,734,24.47052776
camera,735,24.49416936
camera,736,24.53777474
camera,737,24.56962236
camera,738,24.60310088
camera,739,24.62763357
camera,740,24.66719684
camera,741,24.70322100
camera,742,24.73059138
camera,743,24.76951535
camera,744,24.79604882
camera,745,24.83315641
camera,746,24.86625572
camera,747,24.89768482
camera,748,24.93530638
camera,749,24.96206457
camera,750,25.00504526
camera,751,25.03245034
camera,752,25.06982952
camera,753,25.10223739
camera,754,25.12920222
camera,755,25.16328874
camera,756,25.19936765
camera,757,25.23967541
camera,758,25.27069085
camera,759,25.29994304
camera,760,25.32988549
camera,761,25.37052383
camera,762,25.39557362
camera,764,25.46320195
camera,765,25.50829587
camera,766,25.52679541
camera,767,25.57057958
camera,768,25.60645215
camera,769,25.63444974
camera,770,25.66926783
camera,771,25.70508283
camera,772,25.73213882
camera,773,25.76344892
camera,774,25.79985767
camera,775,25.83110740
camera,776,25.86250256
camera,777,25.90124972
camera,778,25.93626807
camera,779,25.96763106
camera,780,26.00240378
camera,781,26.03165192
camera,782,26.06812871
camera,783,26.09899156
camera,784,26.12763182
camera,785,26.16806649
camera,786,26.19895249
camera,787,26.23515243
camera,788,26.27037909
camera,789,26.29727558
camera,790,26.33028429
camera,791,26.36809472
camera,792,26.39925302
camera,793,26.43043033
camera,794,26.46878897
camera,795,26.49514636
camera,796,26.53288009
camera,797,26.57120341
camera,798,26.60114808
camera,799,26.63170418
camera,800,26.66054268
camera,801,26.70222246
camera,802,26.73069071
camera,803,26.76454050
camera,804,26.80172228
camera,805,26.83052943
camera,806,26.86334929
camera,807,26.89728645
camera,808,26.92898678
camera,809,26.97202916
camera,810,27.00008775
camera,811,27.03171756
camera,812,27.06333353
camera,813,27.10536034
camera,814,27.13308893
camera,815,27.16570945
camera,816,27.19884360
camera,817,27.23199279
camera,818,27.26792361
camera,819,27.30491798
camera,820,27.33344604
camera,821,27.36646084
camera,822,27.40488957
camera,823,27.43380994
camera,824,27.46555031
camera,825,27.50257015
camera,826,27.53450449
camera,827,27.56598119
camera,828,27.60018756
camera,829,27.63925889
camera,830,27.66864753
camera,831,27.70790877
camera,832,27.73408073
camera,833,27.76907263
camera,834,27.79987091
camera,835,27.82929857
camera,836,27.86350308
camera,837,27.90111311
camera,838,27.93025702
camera,839,27.96487019
camera,840,27.99389938
camera,841,28.03306037
camera,842,28.06127813
camera,843,28.10136683
camera,844,28.13316575
camera,845,28.16519520
camera,846,28.20396542
camera,847,28.23944780
camera,848,28.27136399
camera,849,28.30010289
camera,850,28.33531684
camera,851,28.36441152
camera,852,28.39882870
camera,853,28.43927829
camera,854,28.46474711
camera,855,28.50322833
camera,856,28.53168004
camera,857,28.56479300
camera,858,28.60263247
camera,859,28.63473540
camera,860,28.66664834
camera,861,28.70339755
camera,862,28.73568126
camera,863,28.77003572
camera,864,28.79758174
camera,865,28.83527568
camera,866,28.86431897
camera,867,28.90411148
camera,868,28.93293484
camera,869,28.97121550
camera,870,29.00762877
camera,871,29.03790024
camera,873,29.10354283
camera,874,29.13430996
camera,875,29.16230870
camera,876,29.19995606
camera,877,29.23403920
camera,878,29.26698950
camera,879,29.29750597
camera,880,29.33159552
camera,881,29.36502457
camera,882,29.40321043
camera,883,29.43417633
camera,884,29.46531046
camera,885,29.49943393
camera,886,29.53328966
camera,887,29.56833685
camera,888,29.59894153
camera,889,29.63349568
camera,890,29.67253939
camera,891,29.70020943
camera,892,29.73556298
camera,893,29.76627416
camera,894,29.80663530
camera,895,29.82725595
camera,896,29.86187130
camera,897,29.90666295
camera,898,29.93836094
camera,899,29.97269391
lidar,0,0.02381020
lidar,1,0.12532662
lidar,2,0.22381694
lidar,3,0.31606339
lidar,4,0.42351500
lidar,5,0.50537691
lidar,6,0.61321824
lidar,7,0.71452463
lidar,8,0.82415171
lidar,9,0.92554774
lidar,10,1.02080665
lidar,11,1.11386136
lidar,12,1.21753095
lidar,13,1.32422557
lidar,14,1.41660751
lidar,15,1.52286906
lidar,16,1.62405157
lidar,17,1.71867675
lidar,18,1.81595021
lidar,19,1.91025222
lidar,20,2.01271805
lidar,21,2.11295631
lidar,22,2.22200972
lidar,23,2.31476366
lidar,24,2.40736769
lidar,25,2.51432791
lidar,26,2.61597704
lidar,27,2.72190421
lidar,28,2.81633272
lidar,29,2.92454899
lidar,30,3.01202565
lidar,31,3.12531957
lidar,32,3.21701272
lidar,33,3.31673376
lidar,34,3.42281864
lidar,35,3.51410172
lidar,36,3.61368207
lidar,38,3.81420432
lidar,39,3.91279690
lidar,40,4.01378441
lidar,41,4.11300240
lidar,42,4.20819206
lidar,43,4.31730193
lidar,44,4.41230270
lidar,45,4.53077590
lidar,46,4.61649542
lidar,47,4.73064465
lidar,48,4.82115789
lidar,49,4.91441561
lidar,50,5.02361820
lidar,51,5.11644881
lidar,52,5.21574432
lidar,53,5.31283930
lidar,54,5.42135434
lidar,55,5.51275735
lidar,56,5.61817109
lidar,57,5.70977015
lidar,58,5.82114056
lidar,59,5.92071904
lidar,60,6.01704748
lidar,61,6.11228134
lidar,62,6.21605774
lidar,63,6.31563016
lidar,64,6.42016295
lidar,65,6.51968955
lidar,66,6.61283759
lidar,67,6.71220879
lidar,68,6.81904072
lidar,69,6.91940037
lidar,70,7.02322038
lidar,71,7.11107828
lidar,72,7.22227874
lidar,73,7.32090093
lidar,75,7.51141871
lidar,76,7.62584035
lidar,77,7.70974093
lidar,78,7.81554485
lidar,79,7.91132858
lidar,80,8.00772781
lidar,81,8.12106120
lidar,82,8.21533025
lidar,83,8.31753487
lidar,84,8.40791215
lidar,85,8.52048592
lidar,86,8.61407040
lidar,87,8.72116772
lidar,88,8.81517315
lidar,89,8.91637321
lidar,90,9.01105026
lidar,91,9.12068063
lidar,92,9.21852257
lidar,93,9.31903368
lidar,94,9.41177569
lidar,95,9.51307251
lidar,96,9.61359500
lidar,97,9.72316846
lidar,98,9.80820567
lidar,99,9.91338148
lidar,100,10.01793413
lidar,101,10.11667883
lidar,102,10.21370351
lidar,103,10.32286836
lidar,104,10.40822568
lidar,105,10.52035453
lidar,106,10.61163082
lidar,107,10.72019727
lidar,108,10.82285863
lidar,109,10.91181337
lidar,110,11.02105478
lidar,112,11.22451115
lidar,113,11.32310537
lidar,114,11.42083436
lidar,115,11.51557900
lidar,116,11.63355704
lidar,117,11.71228675
lidar,118,11.82550432
lidar,119,11.91197853
lidar,120,12.02917837
lidar,121,12.11735821
lidar,122,12.22029814
lidar,123,12.32200973
lidar,124,12.41343078
lidar,125,12.51709353
lidar,126,12.62231155
lidar,127,12.71836955
lidar,128,12.82350203
lidar,129,12.92327197
lidar,130,13.01189560
lidar,131,13.11055687
lidar,132,13.22288312
lidar,133,13.31458104
lidar,134,13.41455698
lidar,135,13.51149678
lidar,136,13.60980001
lidar,137,13.71952365
lidar,138,13.82497318
lidar,139,13.91266816
lidar,140,14.01806520
lidar,141,14.11217817
lidar,142,14.21819145
lidar,143,14.31932828
lidar,144,14.41560262
lidar,145,14.51404763
lidar,146,14.61371823
lidar,147,14.70584626
lidar,149,14.91871951
lidar,150,15.01773075
lidar,151,15.11752021
lidar,152,15.21603172
lidar,153,15.32001400
lidar,154,15.41492914
lidar,155,15.51761025
lidar,156,15.61332368
lidar,157,15.71440369
lidar,158,15.82457974
lidar,159,15.92917487
lidar,160,16.01715289
lidar,161,16.11518314
lidar,162,16.21563944
lidar,163,16.31354324
lidar,164,16.41545638
lidar,165,16.52269683
lidar,166,16.60951710
lidar,167,16.72007300
lidar,168,16.81851267
lidar,169,16.92436447
lidar,170,17.02457698
lidar,171,17.12109568
lidar,172,17.22462906
lidar,173,17.31725583
lidar,174,17.42090064
lidar,175,17.51006090
lidar,176,17.62785785
lidar,177,17.71921511
lidar,178,17.80959476
lidar,179,17.92685336
lidar,180,18.02714189
lidar,181,18.12242138
lidar,182,18.21107501
lidar,183,18.32086872
lidar,184,18.41077009
lidar,186,18.61853252
lidar,187,18.72671444
lidar,188,18.82003454
lidar,189,18.92344087
lidar,190,19.01821053
lidar,191,19.11419527
lidar,192,19.21687063
lidar,193,19.30582920
lidar,194,19.40699679
lidar,195,19.52907999
lidar,196,19.62457464
lidar,197,19.71987051
lidar,198,19.82044906
lidar,199,19.90836799
lidar,200,20.02273015
lidar,201,20.11672303
lidar,202,20.21697640
lidar,203,20.32155996
lidar,204,20.41896485
lidar,205,20.51000258
lidar,206,20.61122785
lidar,207,20.71707517
lidar,208,20.81047098
lidar,209,20.90878323
lidar,210,21.01613838
lidar,211,21.11742079
lidar,212,21.20927555
lidar,213,21.31295145
lidar,214,21.42598138
lidar,215,21.51486607
lidar,216,21.62784805
lidar,217,21.69983429
lidar,218,21.81794948
lidar,219,21.91699547
lidar,220,22.01313881
lidar,221,22.12191686
lidar,223,22.31451376
lidar,224,22.41476646
lidar,225,22.52173172
lidar,226,22.62094890
lidar,227,22.71983655
lidar,228,22.80898042
lidar,229,22.92688480
lidar,230,23.01793381
lidar,231,23.10935275
lidar,232,23.21930863
lidar,233,23.31579753
lidar,234,23.41421240
lidar,235,23.51414577
lidar,236,23.61718363
lidar,237,23.71671708
lidar,238,23.81259911
lidar,239,23.91903603
lidar,240,24.01455691
lidar,241,24.11022824
lidar,242,24.21369463
lidar,243,24.32141960
lidar,244,24.41783334
lidar,245,24.51972993
lidar,246,24.62034112
lidar,247,24.72286773
lidar,248,24.81377667
lidar,249,24.92073611
lidar,250,25.02941711
lidar,251,25.11371485
lidar,252,25.21931630
lidar,253,25.32068707
lidar,254,25.41801619
lidar,255,25.51120565
lidar,256,25.61308511
lidar,257,25.73096856
lidar,258,25.81776877
lidar,260,26.01146544
lidar,261,26.11484668
lidar,262,26.22329976
lidar,263,26.31506944
lidar,264,26.41877250
lidar,265,26.51254031
lidar,266,26.62104809
lidar,267,26.71733399
lidar,268,26.81658965
lidar,269,26.91828243
lidar,270,27.01786814
lidar,271,27.11530142
lidar,272,27.21501134
lidar,273,27.30550759
lidar,274,27.41307761
lidar,275,27.51769249
lidar,276,27.62797094
lidar,277,27.71611577
lidar,278,27.81167991
lidar,279,27.91040524
lidar,280,28.01943987
lidar,281,28.11705100
lidar,282,28.20698744
lidar,283,28.31523273
lidar,284,28.42176154
lidar,285,28.51660093
lidar,286,28.61353087
lidar,287,28.71865813
lidar,288,28.81861088
lidar,289,28.91845834
lidar,290,29.01750467
lidar,291,29.10997929
lidar,292,29.21805976
lidar,293,29.30994604
lidar,294,29.41376329
lidar,295,29.52328228
lidar,297,29.71378546
lidar,298,29.81855545
lidar,299,29.91367292
imu,0,-0.00118366
imu,1,0.01080738
imu,2,0.02186995
imu,3,0.02969518
imu,4,0.03944943
imu,5,0.05027050
imu,6,0.05976925
imu,7,0.07121316
imu,8,0.08020556
imu,9,0.08938897
imu,10,0.10068300
imu,11,0.10934821
imu,12,0.12117941
imu,13,0.13111964
imu,14,0.14028295
imu,15,0.15028070
imu,16,0.16020650
imu,17,0.16856650
imu,18,0.18058184
imu,19,0.19009834
imu,20,0.19978483
imu,21,0.21037688
imu,22,0.21997511
imu,23,0.22983887
imu,24,0.23935043
imu,25,0.25017644
imu,26,0.25915381
imu,27,0.26959352
imu,28,0.28011133
imu,29,0.28899046
imu,30,0.29991088
imu,31,0.31053770
imu,32,0.31851731
imu,33,0.33077534
imu,34,0.34060562
imu,35,0.34982641
imu,36,0.35948434
imu,37,0.37104643
imu,38,0.37967778
imu,39,0.39142930
imu,40,0.39971593
imu,41,0.40997894
imu,42,0.41849913
imu,43,0.43015077
imu,44,0.44067563
imu,45,0.44987412
imu,46,0.46014826
imu,47,0.46985840
imu,48,0.47892748
imu,49,0.49044630
imu,50,0.49864619
imu,51,0.51045613
imu,52,0.51932446
imu,53,0.52901745
imu,54,0.53958805
imu,55,0.54951615
imu,56,0.56011503
imu,57,0.56909150
imu,58,0.58026053
